"uid","forename","surname","name_religion","date_birth","date_death","age_death","national_identity","conv","note","namequal","pbirth","pdeath"
 "GB124","Elisabeth","Latham",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1157","813"
 "GB125","Martha","Law","Martha",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB126","Margaret","Lawson","Gertrude","1607","1672 aft",NULL,NULL,"N",NULL,NULL,"408","813"
 "GB127","Mary","Lawson","Benedicta","1610","1672",NULL,NULL,"N",NULL,NULL,"408","813"
 "GB128","Mary","Lawson","Joseph","1621","1712 aft",NULL,NULL,"N",NULL,NULL,"77","813"
 "GB130","Mary ","Lea","Mary Joseph Emery",NULL,NULL,NULL,NULL,"N",NULL,NULL,"553","813"
 "GB131","Blanca","Lopez de Ulloa","Placida","1618","1672 aft",NULL,NULL,"N",NULL,NULL,"475",NULL
 "GB132","Elizabeth","Lowe","Martha",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,"1423","813"
 "GB133","Mary","Lucy","Mary","1633","1696-1700",NULL,"English","N",NULL,NULL,"329","813"
 "GB134","Mary","Lucy","Magdalen","1656","1703 7 Jul","47","English","N",NULL,NULL,"754","813"
 "GB135","Mary ","Lucy","Magdalen",NULL,"1761","74 app",NULL,"N",NULL,NULL,"754","813"
 "GB136","Winefride","Lucy","Winefride",NULL,"1748 aft",NULL,NULL,"N",NULL,NULL,"754","813"
 "GB137","Mary","Maire","Josepha","1699","1760 13 Jan",NULL,NULL,"N",NULL,NULL,"1530","813"
 "GB138","Teresa","Mannock","Elizabeth","1639","1711 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB139","Elizabeth","Markham","Elizabeth","1613","1664 12 Jan",NULL,NULL,"N",NULL,NULL,"934","813"
 "GB140","Margaret","Markham","Margaret","1613","1717 25 Jul","104",NULL,"N","Member of Dublin convent from July 1687 until it dispersed in 1689 following the defeat of James II","no bapt","1432","1173"
 "GB142","Maria Joanna","Martens","Maria Teresa",NULL,"1755 7 Sep",NULL,"Flemish","N",NULL,NULL,"813","813"
 "GB143","Mary","Matchett","Xaveria",NULL,"1672 aft",NULL,"English","N",NULL,NULL,"754","813"
 "GB144","Catherine","Matlock","Teresia",NULL,"1650 27 Nov","48",NULL,"Y",NULL,NULL,NULL,"813"
 "GB145","Mary ","Matthews","Mary Magdalene",NULL,NULL,NULL,NULL,"N",NULL,NULL,"1645","813"
 "GB146","Xaveria","Matthews","Xaveria",NULL,"1778 11 Apr",NULL,NULL,"N",NULL,"no bapt",NULL,"813"
 "GB147","Alexia","Maurice","Catherine","1625","1657 19 Apr","29",NULL,"N",NULL,NULL,"442","813"
 "GB148","Anastasia","Maurice","Anna",NULL,"1700 bef 4 Jan",NULL,NULL,"N",NULL,NULL,"442","1616"
 "GB149","Mary","Maynell","Mary",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB150","Alathea","Melbourne","Marie Placida",NULL,NULL,NULL,NULL,"N",NULL,NULL,"754","813"
 "LS120","Mrs","Hunter",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS121","Constantia","Hyde","Mary Constancia of St Christine","1630","1701 16 Feb",NULL,"English","N",NULL,NULL,"461","224"
 "LS122","Anne","Hyde","Anne of St Barbara","1664","1732 6 May",NULL,"English","N",NULL,NULL,"446","224"
 "LS123","Ann","Ingleby","Mary Joseph","1689?","1764 7 Jan",NULL,"English","N",NULL,NULL,"1411","224"
 "LS124","Eliza","Ireland","Joseph Claire",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS125","Maria","Ireland",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS126","Winifred","Ireland",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS127","Mary","Kennard","Ann Teresa","1743","1784 21 Mar",NULL,"English","N",NULL,NULL,NULL,NULL
 "LS128","Mary","Killingbeck",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS129","Catherine","Kingsley",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS130",NULL,"Latre",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1436",NULL
 "LS131","Catherine","Laurenson","Mary Agatha","1754","1834 4 Aug",NULL,"English","N",NULL,NULL,"353","842"
 "LS132","Mary","Laurenson","Mary Sales of the Sacred Hearts of Jesus, Mary, Jo","1777","1848 24 Aug",NULL,"English","N",NULL,NULL,"92","842"
 "LS133","Elizabeth","Le Vrai","Elizabeth Constantia","1633","1710 12 Jul",NULL,"Brabant","N",NULL,NULL,"935","224"
 "LS134","Jane","Liverloz","Jane of St Austine","1633","1656 10 Mar",NULL,"Liegeoise","N",NULL,NULL,"224","224"
 "LS135","Ann","Lynch","Mary Regis","1760","1783 10 Sep",NULL,"Irish","N",NULL,NULL,NULL,"224"
 "LS136","Mary","Lynch","Mary Joseph Gertrude","1757","1797 29 Dec",NULL,"Irish","N",NULL,NULL,NULL,"749"
 "LS137","Anne","Lyvel",NULL,NULL,NULL,NULL,"English","N",NULL,NULL,NULL,NULL
 "LS138","Frances","Markham","Anne of St Francis","1627","1685 16 Jun",NULL,"English","N",NULL,NULL,"190","224"
 "LS139","Mary","Marshall","Mary Cleophy","1723","1799 14 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS140","Mary","Mathews","Mary","1620","1666 24 Dec",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS141","Elizabeth","Mawds","Helen","1686","1741 23 Feb",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS142","Ann","McEvoy","Aloysia Stanislaus","1768","1836 3 Feb",NULL,"Irish","N",NULL,NULL,"202","842"
 "LS143","Bridget","Meade","Mary Mechtilda","1759","1793 12 Mar",NULL,NULL,"N",NULL,NULL,"202","224"
 "LS144","Mary","Meade","Mary Agnes Joseph",NULL,"1785 19 Nov",NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS145","Elizabeth","Merrick","Mary Lucy","1744","1779",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS146","Anne","Moody","Mary","1654","1729 30 Oct",NULL,"English","N",NULL,NULL,"1635","224"
 "LS147","Dorothy","Moody",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS148","Mary","Moss","Mary Ann","1720","1763 29 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS149","Tabitha","Mullin","Mary Agnes","1655","1694 15 Dec",NULL,"English","N",NULL,NULL,"261","224"
 "LS150","Helen","Myles","Hellene","1635","1702 25 Sep",NULL,"English","N",NULL,NULL,NULL,"224"
 "GB151","Mary","Messenger",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"129",NULL
 "GB152","Elizabeth","Middlehurst","Martha",NULL,"1837 9 Feb",NULL,NULL,"N",NULL,NULL,"578","462"
 "GB153","Mary","Middlemore","Benedicta",NULL,"1662 11 Nov",NULL,NULL,"N",NULL,NULL,"663","813"
 "GB154","Jane","Middleton","Athanasia",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,"1489","813"
 "GB155","Mary","Minshall",NULL,"1622","1693 Nov",NULL,NULL,"N",NULL,NULL,"754","813"
 "GB156","Jane","Molyneux","Mary Joseph","1753","1833 19 Jan",NULL,NULL,"N",NULL,NULL,NULL,"462"
 "GB157","Mary","Monson","Mary","1605","1658 8 Apr","51",NULL,"N",NULL,NULL,NULL,"813"
 "GB158","Anne","Monson",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB159","Mary","Monson","Mary",NULL,NULL,NULL,NULL,"N",NULL,NULL,"797","813"
 "GB160","Victoria","Monson","Victoria","1636","1711 aft",NULL,NULL,"N",NULL,NULL,"190",NULL
 "GB161","Anne","Monson","Christina",NULL,"1712 9 Sep",NULL,NULL,"N",NULL,NULL,"190","1616"
 "GB162","Elisabeth","Moore","Gertrude",NULL,NULL,NULL,NULL,"N",NULL,NULL,"754","813"
 "GB163","Dorothy","Morgan","Dorothy",NULL,NULL,NULL,NULL,"N",NULL,NULL,"54","813"
 "GB164","Lucy","Morgan","Lucy",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,"54","813"
 "GB165","Marilla","Morgan","Marina",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB166","Anna Maria","Musche","Teresa",NULL,"1846 7 Nov",NULL,"Flemish","N",NULL,NULL,NULL,"462"
 "GB167","Winifride","Nagle",NULL,NULL,NULL,NULL,NULL,"N","She died as a novice.",NULL,NULL,"813"
 "GB168","Mary","Neville","Anne","1605","1689 15 Dec","82",NULL,"N",NULL,NULL,"1334","1173"
 "GB169","Mary","O'Connor",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"166","813"
 "GB170","Anne","Overlow",NULL,NULL,"1650 or 1659 16 Mar",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB171","Dorothy","Paston","Xaveria",NULL,"1692-6",NULL,"English","N",NULL,NULL,NULL,"813"
 "GB172","Mary","Pease","Mary",NULL,"1643 8 Dec",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB173","Elinor","Percy",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB174","Penelope","Perkins","Lucy","1610","1662 1 Feb",NULL,NULL,"N",NULL,NULL,"78","1173"
 "GB176","Elizabeth","Petre","Justina","1636","1698 7 Dec",NULL,NULL,"N",NULL,NULL,"25","813"
 "GB177","Catherine","Petre","Catherine",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,"754","813"
 "GB178","Elizabeth","Phillips","Mary Baptist",NULL,"1781 9 Nov","68",NULL,"N",NULL,NULL,"492","813"
 "GB179","Sibbil","Pickering","Agnes","1611","1666 3 Nov","55",NULL,"N",NULL,NULL,NULL,"1173"
 "GB180","Catherine","Plowden","Scholastica","1607","1672 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "LS151","Frances","Nandyke","Francis of  St James","1621","1693 12 Apr",NULL,"English","N",NULL,NULL,"98","224"
 "LS152","Mary","Nandyke","Clementina","1731","1793 12 Apr","72","English","N",NULL,NULL,NULL,"224"
 "LS153","Winefride","Nelson","Susan","1704","1747 1 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS154","Elizabeth","Norris","Mary Catherine","1757","1831 24 May",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS155","Margaret","Oram",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS156","Phoebe","Palmer","Hennerita","1656","1741 19 Jul",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS157","Ailce","Parkenson","Mary Lucy of the Holy Family","1765","1843 8 Feb",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS158","Ann","Parkenson","Mary Salomy of the Sacred Heart of Jesus","1760","1832 30 Mar",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS159","Ann","Parker",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS160","Elizabeth","Parr","Elizabeth","1644","1713 5 Jan",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS161","Mary","Parr","Mather Winifred","1696","1762 5 Nov",NULL,"English","N",NULL,NULL,"1423","224"
 "LS162","Mary","Pening",NULL,NULL,NULL,NULL,"English","N",NULL,NULL,NULL,NULL
 "LS163","Mary","Percy","Christina","1688","1749 10 Jan",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS164","Ann","Perkins","Anne Teresa","1690","1735 6 May",NULL,"English","N",NULL,NULL,"321","224"
 "LS165","Catherine","Perrin","Mary Rose","1751","1832 9 Nov",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS166","Gertrude","Persall","Gertrude of St Cicilia","1637","1655 6 Jul",NULL,"English","N",NULL,NULL,"1489","224"
 "LS167","Bridget","Petre","Mary Bridget","1695","1739 25 Oct",NULL,NULL,"N",NULL,NULL,"925","224"
 "LS168","Penelope","Petre","Mary Stanislaus","1698","1717 20 Oct",NULL,"English","N",NULL,NULL,"925","224"
 "LS169","Mary","Petre","Mary Agnes","1707","1741 1 Apr",NULL,"English","N",NULL,NULL,"925","224"
 "LS170","Winefride","Petre","Mary Clare","1704","1735 16 Dec",NULL,"English","N",NULL,NULL,"925",NULL
 "LS171","Anne Barbe","Plenevaux","Anne Francis of the Seraphins","1626","1680 23 Sep",NULL,"Liegeoise","N",NULL,NULL,"224","1677"
 "LS172","Elizabeth","Plowden","Mary Bernard of the Doulours of our Blessed Lady","1729","1787 14 Dec","58","English","N",NULL,NULL,NULL,"224"
 "LS173","Mary","Plowden","Mary Stanislaus",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS174","Mary Elisabeth","Poisman","Mary Alexius of the Passion","1746","1803 15 Oct",NULL,"Liegeoise","N",NULL,NULL,NULL,"842"
 "LS175","Mary","Powell","John Mary Anna Joseph",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS176","Elizabeth","Preston",NULL,NULL,"1651 1 May",NULL,NULL,"N",NULL,NULL,"18","224"
 "LS177","Margaret","Preston","Margaret of the Angell Guardian","1633","1699 26 Dec",NULL,"English","N","[Angelina]",NULL,"18","224"
 "LS178","Mary","Preston","Winefrid","1642","1716 15 Feb",NULL,"English","N",NULL,NULL,"483","224"
 "LS179","Elizabeth","Price","Mary Cicily","1752","1838 17 Jul",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS180","Elisabeth","Reade","Anastasia","1657","1730 4 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "GB181","Frances","Plumpton","Mechtilda","1617","1672 app",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB182","Frances","Plumpton","Frances Xaveria",NULL,NULL,NULL,NULL,"N",NULL,NULL,"1238",NULL
 "GB183","Petronelle","Poorter",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"289","813"
 "GB184","Frances","Pordage","Anne",NULL,"1691 31 Oct",NULL,NULL,NULL,NULL,NULL,"631","1616"
 "GB185","Anne","Pordage","Xaveria",NULL,"1713 26 Apr",NULL,NULL,"N",NULL,NULL,"1551","1616"
 "GB186","Elisabeth","Pordage","Margaret Eugenia",NULL,"1693-6",NULL,NULL,"N",NULL,NULL,"1551","813"
 "GB187","Diana","Porter","Apollonia","1649","1711 aft",NULL,NULL,"N",NULL,NULL,"754","813"
 "RP010","Mary","Barlow","Mary Joseph",NULL,"1693 9 Apr","61",NULL,"N",NULL,NULL,NULL,"326"
 "GB189","Teresa","Poulton","Eugenia",NULL,"1781 5 Jan",NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB191","Mary ","Pullen","Mary Bernard",NULL,"1792 11 Dec",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB192","Dorothy","Purcell",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1489","813"
 "GB193","Elizabeth","Richardson","Mary Joseph",NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,"482","813"
 "GB194","Elisabeth","Richardson","Anna",NULL,NULL,NULL,NULL,"N",NULL,NULL,"482",NULL
 "GB195","Margaret","Rimmer","Scholastica",NULL,"1804 7 Sep ","83",NULL,"N",NULL,NULL,"225","1204"
 "RP009","Mary","Banks",NULL,NULL,"1746 7 Sep","86",NULL,"N",NULL,NULL,NULL,"326"
 "GB197","Margaret","Roper","Scholastica",NULL,"1641 7 Mar",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB198","Mary","Roper","Frances","1623","1672 aft",NULL,NULL,"N",NULL,NULL,"824","813"
 "GB199","Katherina","Savage","Constantia","1620","1687 1 Apr","66",NULL,"N",NULL,NULL,NULL,"1616"
 "GB200","Bridget","Savage","Bridget",NULL,"1666 29 Aug",NULL,NULL,"N",NULL,NULL,"1574","813"
 "GB201","Catherine","Scroote",NULL,NULL,"1672 aft",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB202","Louise Francoise","Segers","Aloysia",NULL,"1778",NULL,NULL,"N",NULL,NULL,"180","813"
 "GB203","Rebecca","Severn","Xaveria","1693","1725 aft",NULL,NULL,"Y",NULL,NULL,"754","813"
 "GB204","Catherine","Sheldon",NULL,"1715","1791 5 Feb",NULL,NULL,"N",NULL,NULL,"939","813"
 "GB205","Dorothy","Skrimshire","Dorothy",NULL,"1645 30 May",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB207","Elisabeth","Smythe","Winefride","1608","1672 aft",NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB208","Mary","Southcote","Mary","1611","1641 12 Feb","30",NULL,"N",NULL,NULL,NULL,"813"
 "GB209","Barbara","Stanley",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB210","Elisabeth","Stanley","Valeria ","1639","1700-1711",NULL,NULL,"N",NULL,NULL,"1574","813"
 "LS181","Elizabeth","Reeks","Mary Martha","1744","1805 1 Oct",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS182","Anne","Revell","Magdalen","1668","1749 29 Jan",NULL,"English","N",NULL,NULL,"720","224"
 "LS183","Julia","Reynolds","Mary Teresa Chantal of the Blessed Sacrament","1769","1842 11 Aug",NULL,"Irish","N",NULL,NULL,"805","842"
 "LS184","Anne","Roland","Anne Mary","1702","1755 4 Aug",NULL,"Liegeoise","N",NULL,NULL,"224","224"
 "LS185","Mary Catherine","Roland","Mary Frances","1714","1775 25 Apr",NULL,"Liegeoise","N",NULL,NULL,"224","224"
 "LS186","Winefred","Roper","Mary Constantia","1743","1796 1 Jun",NULL,"English","N",NULL,NULL,NULL,"1030"
 "LS187","Alice","Rosen","Mary","1708","1791 21 Sep",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS189","Jone","Selby","Elizabeth Gertrude","1642","1716 17 Mar",NULL,"English","N",NULL,NULL,"706","224"
 "LS190","Ursula","Semmes",NULL,NULL,NULL,NULL,"American","N",NULL,NULL,NULL,NULL
 "LS191","Martha","Semmes","Mary Rose","1748","1768 30 Dec",NULL,"American","N",NULL,NULL,NULL,"224"
 "LS192","Mary Ann","Semmes","Mary Constancia","1739","1767 6 Jul","28","American","N",NULL,NULL,NULL,"224"
 "LS194","Mary","Seymore","Mary Loyola","1747","1803 3 May","56","English","N",NULL,NULL,NULL,"842"
 "LS195","Margaret","Sharples","Mary Felix Joseph","1756","1783 8 Oct",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS196","Elizabeth","Shelley","Mary Susan","1660","1681 3 May",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS197","Christina","Shelley","Mary Magdaline","1660","1679 26 Oct",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS198","Sarah Anne","Shippen","Anne Alouzia","1683","1767 4 Apr",NULL,"English","N",NULL,NULL,"129","224"
 "LS199","Ursula","Silvester","Ursula","1688","1731 5 Mar",NULL,"English","N",NULL,NULL,"1489","224"
 "LS200","Anne","Simmions","Anne Josephine of Jesus","1630","1670 1 Apr",NULL,"English","N",NULL,NULL,"668","224"
 "LS201","Mary","Simmions","Mary of the Holy Ghost","1626","1684 18 Mar",NULL,"English","N",NULL,NULL,"668","224"
 "LS202","Ursula","Skilton","Francis Joseph",NULL,"1687 1 Jul","73 app","English","N",NULL,NULL,"881","101"
 "LS203","Mary","Smith","Mary Lucy","1691","1710 19 Aug",NULL,"English","N",NULL,NULL,"1280","224"
 "LS204","Helen","Smith","Mary Lucy","1696","1722 28 Oct",NULL,"English","N",NULL,NULL,"1280",NULL
 "LS205","Elizabeth","Smith","Mary Joseph of the Holy Cross","1748","1811 5 May",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS206","Mary","Smith","Mary Berchman of the Passion","1751","1827 24 Jun",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS207","Alix","Stafford","Francis Xaverious",NULL,"1684",NULL,"English","N",NULL,NULL,"834",NULL
 "LS208","Anne","Stanford","Anne Tecla of the Assumption","1631","1654 2 Mar",NULL,"English","N",NULL,NULL,"788","224"
 "LS209","Elizabeth","Stevenson","Mary Gonzaga Ignatia","1754","1800 3 Jul",NULL,"English/Irish","N",NULL,NULL,NULL,"842"
 "LS210","Catharine","Stourton","Mary Angela","1706","1777 29 Jul",NULL,"English","N",NULL,NULL,NULL,"224"
 "GB211","Anne","Stanley","Scholastica","1692","1731 aft",NULL,NULL,"N",NULL,NULL,"476","813"
 "GB212","Philippa","Symons","Philippa","1623","1672 aft",NULL,NULL,"N",NULL,NULL,"668",NULL
 "GB213","Frances","Symons","Frances","1626","1700-1711",NULL,NULL,"N",NULL,NULL,"1366",NULL
 "GB215","Catherine","Tasburgh","Cecilia",NULL,"1682-96",NULL,NULL,"N",NULL,NULL,"754","813"
 "GB216","Elisabeth","Tasburgh",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"631","813"
 "GB217","Benedicta","Tasker","Benedicta",NULL,"1816 30 Apr",NULL,NULL,"N",NULL,NULL,"129",NULL
 "GB218","Mary","Tempest","Placida","1688","1742",NULL,NULL,"N",NULL,NULL,"754","813"
 "GB219","Frances","Tempest","Flavia","1693","1749 aft",NULL,NULL,"N",NULL,NULL,"762","813"
 "GB220","Elizabeth","Tempest","Mary Stanislaus","1715","1749 aft",NULL,NULL,"N",NULL,NULL,"1010","813"
 "GB221","Mary","Tempest","Mary Anselm","1754","1799 3 Jan","44",NULL,"N",NULL,NULL,"762","1204"
 "GB222","Anne","Tempest","Mary Anselm","1716","1738 21 Apr",NULL,NULL,"N",NULL,NULL,"1010","813"
 "GB223","Mary","Tempest","Mary Anselm",NULL,"1769 14 Apr",NULL,NULL,"N",NULL,NULL,"762",NULL
 "GB224","Anne","Thimbleby",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1010","813"
 "GB225","Catherine","Thorold","Catherine",NULL,"1634 6 Feb",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB226","Elisabeth","Thorold","Thecla",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB227","Jane","Thorold","Eugenia","1623","1667 21 Dec","44",NULL,"N",NULL,NULL,"108","1173"
 "GB228","Mary Clare","Throckmorton","Clare","1713","1798 24 Nov ","84",NULL,"N",NULL,NULL,"754","1204"
 "GB229","Elisabeth","Tichborne","Augustina","1611","1672 aft",NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GB230","Joanna","Tillo","Eugenia",NULL,NULL,NULL,NULL,"N",NULL,NULL,"813",NULL
 "GB231","Elizabeth","Towers","Elizabeth",NULL,"1672 aft",NULL,NULL,"N",NULL,"no bapt",NULL,NULL
 "GB232","Mary","Trevelyan",NULL,"1610","1634 11 Aug","24",NULL,"N",NULL,NULL,NULL,"813"
 "GB233","Anne","Tucker","Anne",NULL,"1771",NULL,NULL,"N",NULL,NULL,"1540","813"
 "GB234","Anne","Tyldesley","Cecilia","1688","1736","48",NULL,"N",NULL,NULL,NULL,"813"
 "GB235","Francisca","Tyldesley",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1423","813"
 "GB236","Mary","Tyldesley","Michael",NULL,"1759",NULL,NULL,"N",NULL,NULL,"1423","813"
 "GB237","Jackemijntie","Verstickel","Magdalen",NULL,NULL,NULL,"Flemish","N",NULL,NULL,"327","813"
 "GB238","Maria","Wakelin","Maria",NULL,NULL,NULL,NULL,"N",NULL,NULL,"1356",NULL
 "GB239","Anna","Wakeman","Agnes","1629","1700-1703",NULL,NULL,"N","Born Beckford, Gloucs/Bedhampton, Hants?",NULL,NULL,"813"
 "GB240","Elizabeth","Wakeman","Elizabeth","1629","1642 12 Jul","13",NULL,"N",NULL,NULL,"1589","813"
 "GB241","Hieronyma","Waldegrave","Hieronyma","1603","1635 22 Jul","22 app",NULL,"N",NULL,NULL,NULL,"813"
 "GB242","Katherine","Walton","Benedict",NULL,"1669",NULL,NULL,"N",NULL,NULL,NULL,"813"
 "GB243","Helena","Wayte","Helen","1614",NULL,NULL,NULL,"N","She died 2 February, year unknown.",NULL,"129","1616"
 "GB244","Jane","Weardon","Anna",NULL,"1815 10 Aug",NULL,NULL,"N",NULL,NULL,"1079","462"
 "LS211","Elizabeth","Stourton","Mary Sales","1712","1741 7 Apr",NULL,"[English]","N",NULL,NULL,NULL,"224"
 "LS212","Charlotte","Stourton","Mary Anne","1751","1775 2 Nov",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS213","Catherine","Stourton","Mary Agatha of the Immaculate Conception",NULL,"1768 2 Sept",NULL,NULL,"N",NULL,NULL,NULL,"224"
 "LS214","Elisabeth","Straffen","Mary Ann Xaveria of the Dolors of Our Lady","1754","1837 23 Jan",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS215","Elizabeth","Stutter","Mary Baptist of the Holy Cross","1753","1807 10 Jun",NULL,"English","N",NULL,NULL,NULL,"842"
 "LS216","Diana","Sympson","Mary Stanislaus of the Sacred Heart of Jesus",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS217","Catherine","Talbot",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS218","Elizabeth","Talbot","Mary Hellen Aloysia","1738","1808 20 Apr",NULL,NULL,"N",NULL,NULL,NULL,"842"
 "LS219","Elizabeth","Tanckred","Mary Frances James","1723","1784 22 Jan",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS220","Barbara","Tancred","Mary Regis","1733","1761 30 Jul",NULL,"English","N",NULL,NULL,NULL,NULL
 "LS221","Helen","Tarleton","Mary Hellen",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "LS222","Mary","Tateman","Bernard","1641","1709 4 Jun",NULL,"English","N",NULL,NULL,"1370","224"
 "LS223","Mary","Tempest","Mary Joseph",NULL,NULL,NULL,NULL,"N",NULL,"no bapt",NULL,NULL
 "LS224","Margrett Winefrid","Thornborowghe","Winefride","1718","1785 25 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS225","Frances","Tildesley","Marina","1698","1752 26 Nov",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS226","Elizabeth","Trant","Benedict Joseph of the Sacred Heart of Jesus, Mary","1767","1797 11 Dec",NULL,"Antigua","N",NULL,NULL,NULL,"749"
 "LS227","Mary","Trant","Mary Agnes","1713","1755 24 Mar",NULL,"English","N",NULL,NULL,NULL,"224"
 "LS228","Sarah","Trant","Mary Christina","1735","1811 18 May",NULL,"Antigua","N",NULL,NULL,NULL,"842"
