"uid","relationship","pid"
 "BB068","17","1719"
 "BB068","1","621"
 "BB069","17","1719"
 "BB069","1","621"
 "BB070","17","2726"
 "BB070","1","715"
 "BB071","17","349"
 "BB072","17","3428"
 "BB072","1","2231"
 "BB074","17","1912"
 "BB075","17","1912"
 "BB076","17","1726"
 "BB076","1","1332"
 "BB077","17","1726"
 "BB077","1","1332"
 "BB078","17","1701"
 "BB078","1","574"
 "BB079","17","368"
 "BB080","17","1106"
 "BB081","17","3831"
 "BB082","17","1106"
 "BB083","17","2692"
 "BB083","1","1793"
 "BB084","17","3437"
 "BB085","17","376"
 "BB086","17","3222"
 "BB086","1","931"
 "BB087","17","1903"
 "BB087","1","584"
 "BB088","17","388"
 "BB089","17","1913"
 "BB090","17","1730"
 "BB091","17","415"
 "BB092","17","1825"
 "BB092","1","2406"
 "BB094","17","3837"
 "BB095","17","2947"
 "BB096","17","3244"
 "BB097","17","217"
 "BB098","17","3731"
 "BB098","1","2373"
 "BB099","17","206"
 "BB100","17","221"
 "BB101","17","3251"
 "BB102","17","3251"
 "BB103","17","334"
 "BB104","17","3733"
 "BB105","17","2047"
 "BB106","17","3082"
 "BB106","1","2590"
 "BB107","17","2913"
 "BB107","1","576"
 "LB108","17","4086"
 "BB109","17","2054"
 "BB110","17","2738"
 "BB110","1","2346"
 "BB111","17","2055"
 "BB112","17","3157"
 "BB112","1","736"
 "BB114","17","3807"
 "CB122","1","4089"
 "BB116","17","3069"
 "BB117","17","3871"
 "BB117","1","3360"
 "BB118","17","3689"
 "BB118","1","1432"
 "BB119","17","3689"
 "BB119","1","1432"
 "BB120","17","3689"
 "BB120","1","1432"
 "BB121","17","3871"
 "BB121","1","3360"
 "BB122","17","3467"
 "BB124","17","1597"
 "BB125","1","3967"
 "BB125","17","1597"
 "BB127","17","1128"
 "BB128","17","3786"
 "BB129","17","2967"
 "BB129","1","521"
 "BB130","17","2868"
 "BB130","1","2312"
 "BB132","17","1132"
 "BB133","17","1132"
 "BB134","17","3841"
 "BB135","17","188"
 "LC077","17","4123"
 "BB136","17","3762"
 "BB136","1","707"
 "BB137","17","238"
 "BB137","1","2753"
 "BB138","17","3483"
 "BB138","1","2844"
 "BB139","17","345"
 "BB140","17","2889"
 "BB140","1","130"
 "BB141","17","2889"
 "BB141","1","130"
 "BB142","17","2854"
 "BB142","1","1047"
 "BB143","17","3378"
 "LC073","17","3378"
 "BB144","17","2971"
 "BB144","1","2325"
 "BF280","1","4151"
 "BB145","1","896"
 "BB146","17","2087"
 "BB147","17","399"
 "BB147","1","2344"
 "BB148","17","3536"
 "BB149","17","1083"
 "BB149","1","2250"
 "BB151","17","1137"
 "BB152","17","174"
 "BB153","17","508"
 "BB153","1","1201"
 "BB154","17","1750"
 "BB154","1","1181"
 "BB155","17","2096"
 "BB156","17","2096"
 "BB157","17","3379"
 "BB157","1","1291"
 "BB158","17","3637"
 "BB158","1","2468"
 "BB159","17","1752"
 "BB160","17","2973"
 "BB161","17","1148"
 "BB161","1","1429"
 "BB162","17","244"
 "BB162","1","2268"
 "BB163","17","306"
 "BB164","17","244"
 "BB164","1","2268"
 "BB165","17","1617"
 "BB166","17","2103"
 "BB166","1","2247"
 "BB167","17","219"
 "BB168","17","2729"
 "BB168","1","965"
 "BB169","17","2107"
 "BB170","17","358"
 "BB170","1","1040"
 "BB172","17","3503"
 "BB173","17","3823"
 "BB173","1","2169"
 "BB174","17","3823"
 "BB174","1","2169"
 "BB175","17","347"
 "BB175","1","2861"
 "BB177","17","2111"
 "BB178","17","2732"
 "BB179","17","3784"
 "BB181","17","4049"
 "AC120","17","4049"
 "BB182","17","1551"
 "BB182","1","729"
 "BB183","17","272"
 "BB184","17","2122"
 "BB185","17","2122"
 "BB186","17","3517"
 "BB186","1","673"
 "BB187","17","489"
 "BB188","17","248"
 "HC008","1","4052"
 "BB190","17","1159"
 "BB191","17","3739"
 "BB191","1","875"
 "BB193","17","3068"
 "BB194","17","1759"
 "BB194","1","2217"
 "BB195","17","472"
 "BB196","17","3328"
 "BB197","17","2994"
 "BB197","1","2343"
 "BB198","17","3687"
 "BB198","1","132"
 "BB199","17","3877"
 "BB199","1","1867"
 "BB200","17","1702"
 "BB200","1","1222"
 "BB201","17","1762"
 "BA002","17","2776"
 "BA003","17","3860"
 "BA003","1","1171"
 "BA004","17","3860"
 "BA004","1","1171"
 "BA005","17","1807"
 "LA020","17","3961"
 "BA009","17","3861"
 "BA009","1","166"
 "BA010","17","2890"
 "BA010","1","523"
 "BA011","17","3386"
 "BA093","1","3984"
 "BA012","17","3110"
 "BA013","1","3936"
 "BA013","17","3110"
 "GP085","1","3937"
 "BA015","17","3387"
 "BA218","1","3935"
 "BA016","17","3994"
 "BA016","1","2588"
 "BA018","17","3994"
 "BA018","1","2588"
 "BA019","17","1955"
 "BA019","1","3145"
 "BA022","17","1956"
 "BA022","1","2881"
 "BA026","17","3394"
 "BA027","17","3002"
 "BA027","1","926"
 "BA031","17","1088"
 "BA033","17","3648"
 "BA033","1","1414"
 "BA034","17","3648"
 "BA034","1","150"
 "BA036","17","1506"
 "BA039","17","1970"
 "BA162","1","3989"
 "BA040","17","3181"
 "BA040","1","2410"
 "BA041","17","1972"
 "BF058","17","3021"
 "BA042","17","946"
 "BA042","1","152"
 "BA044","17","2925"
 "BA044","1","1916"
 "BA045","17","1980"
 "BA045","1","116"
 "BA046","17","1980"
 "BA046","1","116"
 "BA047","17","2862"
 "BA070","1","3972"
 "BA049","17","4000"
 "BA048","1","1922"
 "BA050","17","4000"
 "BA049","1","1338"
 "GP265","1","4001"
 "BA050","1","1338"
 "BA052","17","1649"
 "BA052","1","903"
 "BA053","17","1649"
 "BA053","1","903"
 "BA057","17","2892"
 "BA057","1","2409"
 "LC017","17","4030"
 "BA058","1","1242"
 "LS045","17","4030"
 "BA059","1","1438"
 "BA062","17","3646"
 "BA062","1","2286"
 "BA063","17","3646"
 "BA063","1","2286"
 "LA071","1","3949"
 "BA070","17","1583"
 "BA161","1","3973"
 "BA071","17","1997"
 "BA071","1","163"
 "BA073","17","3119"
 "BA074","1","3950"
 "BA074","17","3119"
 "BA091","1","3951"
 "BA076","17","3427"
 "BA076","1","630"
 "BA077","17","2936"
 "BA078","17","2839"
 "LA004","1","3966"
 "BA079","17","2768"
 "BA080","17","3212"
 "BA081","17","2155"
 "BA082","17","2206"
 "BA005","1","3960"
 "BA084","17","1822"
 "BA084","1","2418"
 "BA085","17","3864"
 "BA085","1","2419"
 "BA087","17","3439"
 "BA091","17","2865"
 "BA108","1","3952"
 "BA093","17","3236"
 "LB082","1","3985"
 "BA094","17","1501"
 "BA094","1","2197"
 "BA095","17","3633"
 "RP085","1","4080"
 "BA096","17","3237"
 "BA168","1","3963"
 "BA099","17","3241"
 "BA099","1","4157"
 "BA101","17","190"
 "BA101","1","148"
 "BA102","17","2948"
 "BA102","1","1315"
 "BA103","17","2799"
 "BA103","1","2799"
 "LS043","17","4031"
 "BA106","17","3755"
 "BA106","1","131"
 "BA107","17","177"
 "BA107","1","1851"
 "BA108","17","3249"
 "AC087","1","3953"
 "BA111","17","1736"
 "BA111","1","2449"
 "BA112","17","1736"
 "BA112","1","2449"
 "BA113","17","2950"
 "BA113","1","2398"
 "BA114","17","2950"
 "BA114","1","2398"
 "BA116","17","3454"
 "BA116","1","2408"
 "BA118","17","3699"
 "BA118","1","515"
 "BA119","17","3699"
 "BA119","1","515"
 "BA120","17","1739"
 "BA120","1","2402"
 "BA121","17","1739"
 "BA121","1","2402"
 "BA122","17","1739"
 "BA122","1","2402"
 "BA123","17","1738"
 "BA123","1","897"
 "BA125","17","3254"
 "BA125","1","2659"
 "BA126","17","471"
 "BA039","1","3988"
 "BA127","17","1901"
 "LA283","1","3970"
 "BF090","17","4153"
 "BA129","1","1075"
 "BA130","17","3111"
 "BA166","1","3958"
 "BA134","17","3701"
 "BA134","1","2530"
 "BA135","17","3701"
 "BA135","1","2530"
 "BA136","17","3264"
 "BA136","1","517"
 "BA137","17","3264"
 "BA137","1","517"
 "BA190","1","4097"
 "BA138","1","880"
 "BA140","17","3470"
 "BA140","1","1059"
 "BA141","17","1527"
 "BA141","1","2456"
 "BA142","17","765"
 "BA142","1","1431"
 "BA143","17","2966"
 "BA144","17","3273"
 "BA144","1","1424"
 "MW113","17","4095"
 "BA145","1","889"
 "BA147","17","3590"
 "BA149","17","3717"
 "BA149","1","873"
 "BA150","17","2817"
 "BA150","1","2799"
 "GP084","1","3940"
 "BA015","1","3934"
 "BA153","17","3737"
 "BA153","1","134"
 "BA155","17","1534"
 "BA155","1","2225"
 "BA156","17","1133"
 "BA156","1","1416"
 "BA158","17","3074"
 "BA158","1","834"
 "BA161","17","2091"
 "BA165","1","3974"
 "BA162","17","3282"
 "BA164","17","488"
 "BA164","1","1204"
 "BA165","17","1908"
 "LS227","1","4119"
 "BA166","17","2914"
 "BA167","1","3958"
 "BA167","17","2914"
 "BA082","1","3959"
 "BF280","17","4150"
 "BA228","1","3964"
 "BA170","17","2902"
 "BA170","1","799"
 "BA172","17","3494"
 "LC029","1","3945"
 "BA173","17","3188"
 "BA173","1","1043"
 "BA175","17","3768"
 "BA175","1","569"
 "BA176","17","3291"
 "LB032","1","3976"
 "BA177","17","3740"
 "BA178","1","4017"
 "BA178","17","3740"
 "GP252","1","4017"
 "BA182","17","3819"
 "BA182","1","520"
 "BA183","17","3819"
 "BA183","1","520"
 "BA184","17","3819"
 "BA184","1","520"
 "BA185","17","3819"
 "BA185","1","520"
 "BA186","17","3819"
 "BA186","1","520"
 "BA187","17","2904"
 "BA187","1","1396"
 "BA188","17","3504"
 "BA188","1","2401"
 "BA189","17","3504"
 "BA189","1","2401"
 "BA190","17","118"
 "PT004","1","4098"
 "BA191","17","1943"
 "BA191","1","1203"
 "BA192","17","1547"
 "BA192","1","2411"
 "BA193","17","1547"
 "BA193","1","2411"
 "BA194","17","3302"
 "BA195","17","3087"
 "BA195","1","1269"
 "BA196","17","3087"
 "BA196","1","1269"
 "BA199","17","2826"
 "BA199","1","2795"
 "BA200","17","3510"
 "BA200","1","2228"
 "BA203","1","2189"
 "BA202","1","514"
 "GP303","18","4131"
 "BA203","17","4128"
 "BA202","17","4129"
 "BA204","1","514"
 "BB107","20","3586"
 "BA207","17","2984"
 "BA207","1","451"
 "BA208","17","2984"
 "BA208","1","451"
 "BA209","17","2984"
 "BA209","1","451"
 "BA211","17","3634"
 "BA211","1","2400"
 "BA212","17","3634"
 "BA212","1","2400"
 "BA215","17","2992"
 "BA215","1","2702"
 "BA216","17","2992"
 "BA216","1","2702"
 "BA218","17","2165"
 "BA012","1","3936"
 "BA219","17","2906"
 "BA127","1","3969"
 "BA221","17","3329"
 "BA222","17","425"
 "BA223","17","3333"
 "BA223","1","1296"
 "BA224","17","3333"
 "BA224","1","1296"
 "BA225","17","2141"
 "BA225","1","2871"
 "BA226","17","2141"
 "BA226","1","2871"
 "BA227","17","2141"
 "BA227","1","2871"
 "AP031","17","4059"
 "BA078","1","3965"
 "LC001","17","2837"
 "LC001","1","877"
 "LS008","23","3804"
 "LC003","17","1498"
 "LC003","1","1002"
 "LC004","17","1954"
 "LC004","1","996"
 "LC005","17","3728"
 "LC005","1","2289"
 "LC006","17","3728"
 "LC006","1","2289"
 "LC007","17","510"
 "LC007","1","3150"
 "LC008","17","1964"
 "LC008","1","1245"
 "LC009","17","1964"
 "LC009","1","1245"
 "LC010","17","1966"
 "LC010","1","1358"
 "LC011","17","1945"
 "LC011","1","557"
 "LC012","17","2210"
 "LC012","1","546"
 "LC013","17","2145"
 "LC013","1","1927"
 "LC014","17","3405"
 "LC014","1","668"
 "LC015","17","3796"
 "LC015","1","2636"
 "LC016","17","187"
 "LC016","1","1000"
 "LS044","17","4030"
 "LC017","1","2534"
 "LC018","17","3413"
 "LC018","1","1238"
 "LC019","17","3413"
 "LC019","1","1238"
 "LC020","17","3199"
 "LC020","1","2252"
 "LC021","17","3019"
 "LC021","1","934"
 "LC022","17","3019"
 "LC022","1","1285"
 "LC024","17","2397"
 "LC024","1","732"
 "LC025","17","2004"
 "LC025","1","2459"
 "LC028","17","4076"
 "LC027","1","2437"
 "PA061","17","1105"
 "LC028","1","2437"
 "LC029","17","2237"
 "BB032","1","1040"
 "BB179","1","2180"
 "LC031","17","1726"
 "LC031","1","1332"
 "LC032","17","1726"
 "LC032","1","1332"
 "LC033","17","3435"
 "LC033","1","3138"
 "LC034","17","3436"
 "LC034","1","694"
 "LC035","17","3224"
 "LC035","1","2686"
 "LC036","17","3224"
 "LC036","1","2686"
 "LC037","17","504"
 "LC037","1","866"
 "LC038","17","1111"
 "LC038","1","733"
 "LC039","17","2090"
 "LC039","1","1932"
 "LC042","1","2391"
 "LC041","17","4016"
 "BA177","1","4017"
 "LC042","17","4016"
 "LC043","17","3240"
 "LC043","1","1234"
 "LC044","17","2877"
 "LC044","1","1640"
 "LC045","17","2033"
 "LC045","1","2576"
 "LC046","17","1829"
 "LC046","1","550"
 "LC047","17","1828"
 "LC047","1","1667"
 "LC048","17","2026"
 "LC048","1","1270"
 "LC049","17","3251"
 "LC049","1","1272"
 "LC050","17","3251"
 "LC050","1","1272"
 "LC051","17","299"
 "LC051","1","3102"
 "LC053","17","2046"
 "LC053","1","2226"
 "LC054","17","512"
 "LC054","1","731"
 "LC055","17","2851"
 "LC055","1","1003"
 "LC056","17","3855"
 "LC056","1","618"
 "LC058","17","1936"
 "LC058","1","667"
 "LC059","17","227"
 "BD051","1","4065"
 "LC060","17","1845"
 "LC060","1","1641"
 "LC061","17","3679"
 "LC061","1","2496"
 "LC062","17","331"
 "LC062","1","538"
 "LC063","17","3680"
 "LC063","1","1289"
 "LC064","17","3680"
 "LC064","1","1289"
 "LC065","17","3680"
 "LC065","1","1289"
 "LC068","17","1937"
 "LC068","1","851"
 "LC069","17","42"
 "LC069","1","3353"
 "LC070","17","42"
 "LC070","1","3353"
 "LC071","17","2075"
 "LC071","1","1352"
 "LC072","17","3074"
 "LC072","1","834"
 "LC074","17","3378"
 "LC073","1","2499"
 "GB034","17","4025"
 "LC074","1","2499"
 "LC076","17","3041"
 "LC076","1","2337"
 "PA050","17","762"
 "LC077","1","590"
 "LC078","17","3506"
 "LC078","1","1541"
 "LC079","17","2112"
 "LC079","1","2635"
 "LC080","17","2112"
 "LC080","1","2635"
 "LC082","17","985"
 "LC082","1","2519"
 "LC083","17","986"
 "LC083","1","2573"
 "LC084","17","3521"
 "LC084","1","626"
 "LC085","17","3523"
 "LC085","1","1683"
 "LC086","17","794"
 "LC086","1","1275"
 "LC087","17","1758"
 "LC087","1","1904"
 "LC088","17","2132"
 "LC088","1","531"
 "LS196","35","3804"
 "LC091","17","1942"
 "LC091","1","2660"
 "LC092","17","1162"
 "LC092","1","1334"
 "LC093","17","1005"
 "LC093","1","2340"
 "AC001","17","2996"
 "AC001","1","3093"
 "AC004","17","3385"
 "AC004","1","2464"
 "AC005","17","380"
 "AC005","1","1071"
 "AC006","17","3164"
 "AC006","1","1266"
 "AC007","17","826"
 "AC007","1","726"
 "AC010","17","325"
 "AC010","1","1687"
 "AC011","17","3166"
 "AC011","1","3141"
 "AC012","17","1501"
 "AC012","1","2197"
 "AC013","17","1501"
 "AC013","1","2197"
 "AC014","17","3174"
 "AC014","1","2472"
 "AC015","17","3178"
 "AC015","1","2547"
 "AC018","17","3008"
 "AC018","1","2670"
 "AC019","17","3643"
 "AC019","1","1523"
 "AC020","17","3181"
 "AC020","1","2410"
 "AC023","17","1157"
 "AC023","1","2482"
 "AC024","17","1980"
 "AC024","1","116"
 "AC025","17","411"
 "AC025","1","1405"
 "AC027","17","1984"
 "AC027","1","1329"
 "AC028","17","496"
 "AC028","1","3130"
 "AC029","17","3664"
 "AC029","1","1070"
 "AC030","17","1101"
 "AC030","1","2452"
 "AC033","17","205"
 "AC033","1","545"
 "AC034","17","1717"
 "AC034","1","1528"
 "AC038","17","1584"
 "AC038","1","2775"
 "AC039","17","3024"
 "AC039","1","1319"
 "AC040","17","294"
 "AC040","1","2565"
 "AC041","17","3201"
 "AC041","1","2436"
 "AC042","17","13"
 "AC044","17","3203"
 "AC044","1","2502"
 "AC045","17","3203"
 "AC045","1","2502"
 "AC046","17","386"
 "AC046","1","2713"
 "AC047","17","387"
 "PA199","17","2139"
 "AC048","17","3218"
 "AC048","1","2433"
 "AC049","17","975"
 "AC049","1","1359"
 "AC050","17","201"
 "AC050","1","753"
 "AC051","17","3224"
 "AC051","1","2686"
 "AC052","17","3224"
 "AC052","1","2686"
 "AC053","17","2847"
 "AC053","1","1453"
 "AC054","17","3372"
 "AC054","1","540"
 "AC055","17","267"
 "AC055","1","1046"
 "AC056","17","1518"
 "AC056","1","1039"
 "AC057","17","1518"
 "AC057","1","1039"
 "AC058","17","2781"
 "AC059","17","389"
 "AC059","1","2882"
 "AC063","17","2898"
 "AC063","1","1682"
 "AC064","17","370"
 "AC064","1","430"
 "AC065","17","3888"
 "AC065","1","1857"
 "AC067","17","3451"
 "AC069","1","1857"
 "AC068","17","370"
 "AC068","1","430"
 "AC069","17","3451"
 "AC067","1","1857"
 "DB109","4","4074"
 "AC071","1","1048"
 "AC072","17","2952"
 "AC072","1","2627"
 "AC073","17","2041"
 "AC073","1","933"
 "AC074","17","3460"
 "AC074","1","1864"
 "AC076","17","2046"
 "AC076","1","2226"
 "AC077","17","1116"
 "AC077","1","603"
 "AC079","17","1116"
 "AC079","1","603"
 "AC083","17","393"
 "AC083","1","2478"
 "AC084","17","393"
 "AC084","1","2478"
 "AC087","17","2899"
 "GP161","1","3954"
 "AC091","17","3373"
 "AC091","1","1687"
 "AC093","17","36"
 "AC093","1","1859"
 "AC095","17","3759"
 "AC095","1","634"
 "AC096","17","3759"
 "AC096","1","634"
 "AC097","17","374"
 "AC097","1","1852"
 "AC098","17","398"
 "AC098","1","2291"
 "AC099","17","3717"
 "AC099","1","873"
 "AC100","17","228"
 "AC100","1","653"
 "AC101","17","259"
 "AC101","1","1881"
 "AC102","17","2085"
 "AC102","1","2637"
 "AC103","17","1610"
 "GB041","17","3999"
 "AC104","17","3374"
 "AC104","1","2300"
 "AC105","17","1004"
 "AC105","1","470"
 "AC106","17","3152"
 "AC106","1","457"
 "AC108","17","1696"
 "AC108","1","2585"
 "AC109","17","304"
 "AC109","1","2245"
 "AC111","17","771"
 "AC111","1","1322"
 "AC113","17","3294"
 "AC113","1","917"
 "AC114","17","1753"
 "AC114","1","112"
 "AC115","17","277"
 "AC115","1","868"
 "AC116","17","2104"
 "AC116","1","592"
 "AC117","17","1153"
 "AC117","1","2843"
 "AC119","17","202"
 "AC120","1","3882"
 "BB181","1","3882"
 "AC121","17","3309"
 "AC121","1","484"
 "AC122","17","2984"
 "AC122","1","846"
 "AC123","17","315"
 "AC123","1","2570"
 "AC124","17","2214"
 "AC124","1","2649"
 "AC125","17","1157"
 "AC125","1","2482"
 "AC126","17","2124"
 "GB192","17","4078"
 "AC127","17","1157"
 "AC127","1","2482"
 "AC128","17","2988"
 "AC128","1","646"
 "AC129","17","1157"
 "AC129","1","2482"
 "AC130","17","1157"
 "AC130","1","2482"
 "AC132","17","2382"
 "AC132","1","3363"
 "AC133","17","1161"
 "AC133","1","749"
 "GB212","17","4142"
 "AC135","1","1490"
 "GB251","17","4140"
 "AC136","1","2594"
 "AC137","17","316"
 "AC137","1","1871"
 "AC138","17","1167"
 "AC138","1","1858"
 "AC140","17","2140"
 "AC140","1","1178"
 "AC141","17","2140"
 "AC141","1","1178"
 "AC144","17","4058"
 "AC143","1","718"
 "BA228","17","4058"
 "AC144","1","718"
 "BD001","17","2995"
 "BD001","1","2601"
 "BD002","17","2917"
 "BD002","1","1877"
 "BD003","17","3000"
 "BD003","1","3135"
 "BD004","17","3391"
 "BD004","1","2712"
 "BD005","17","1095"
 "BD005","1","2561"
 "BD007","17","2921"
 "BD007","1","2316"
 "BD008","17","3180"
 "BD008","1","479"
 "BD010","17","1099"
 "BD010","1","580"
 "BD011","17","2210"
 "BD011","1","546"
 "BD012","17","2210"
 "BD012","1","546"
 "BD014","17","3796"
 "BD014","1","2636"
 "BD015","17","2153"
 "BD015","1","2484"
 "BD016","17","2153"
 "BD016","1","2484"
 "BD017","17","1973"
 "BD018","17","3012"
 "BD018","1","3095"
 "BD019","17","265"
 "BD019","1","577"
 "PA204","1","4171"
 "BD020","1","1654"
 "BD021","17","216"
 "BD021","1","2305"
 "BD022","17","1988"
 "BD023","17","1100"
 "BD023","1","578"
 "BD024","17","3014"
 "BD024","1","1328"
 "BD025","17","3018"
 "BD025","1","2647"
 "BD026","17","2221"
 "BD026","1","575"
 "BD027","17","3421"
 "BD027","1","2317"
 "BD028","17","2766"
 "BD029","17","266"
 "BD029","1","1777"
 "BD030","17","377"
 "BD030","1","1248"
 "BD031","17","2019"
 "BD031","1","562"
 "BD032","17","3235"
 "BD032","1","582"
 "BD033","17","3794"
 "BD033","1","3544"
 "BD035","17","2850"
 "BD035","1","852"
 "BD036","17","39"
 "BD036","1","2324"
 "BD037","17","37"
 "BD037","1","927"
 "BD038","17","37"
 "BD038","1","927"
 "BD039","17","39"
 "BD039","1","2324"
 "BD040","17","37"
 "BD040","1","927"
 "BD041","17","3868"
 "BD041","1","2633"
 "BD042","17","1589"
 "BD042","1","2357"
 "BD044","17","234"
 "BD044","1","1484"
 "BD045","17","3458"
 "BD045","1","2442"
 "BD046","17","3033"
 "PA139","17","4110"
 "BD048","17","2053"
 "BD048","1","2361"
 "BD049","17","1527"
 "BD049","1","2456"
 "BD050","17","1527"
 "BD050","1","2456"
 "BD051","17","991"
 "MW114","1","4066"
 "BD052","17","3065"
 "BD052","1","1938"
 "BD054","17","1839"
 "BD054","1","1362"
 "BD057","17","2856"
 "BD057","1","912"
 "BD058","17","1751"
 "BD058","1","567"
 "LA228","17","4112"
 "BD059","1","2662"
 "BD060","17","3169"
 "BD060","1","3137"
 "BD061","17","1543"
 "BD061","1","1865"
 "BD062","17","1543"
 "BD062","1","1865"
 "BD063","17","1150"
 "BD063","1","2328"
 "BD064","17","3294"
 "BD064","1","2613"
 "BD066","17","1843"
 "BD067","17","2106"
 "BD067","1","1356"
 "BD068","17","3507"
 "BD068","1","2488"
 "BD069","17","312"
 "BD069","1","583"
 "BD070","17","1844"
 "BD070","1","925"
 "BD073","17","3522"
 "BD073","1","1390"
 "BD074","17","424"
 "BD074","1","1066"
 "BD075","17","3534"
 "BD075","1","1791"
 "BD076","17","2144"
 "BD076","1","2777"
 "BD077","17","317"
 "BD077","1","1257"
 "BF211","17","793"
 "BF210","1","1656"
 "BF210","17","793"
 "CB021","1","4082"
 "BF209","17","1611"
 "BF282","1","2516"
 "BF207","1","2492"
 "BF207","17","2094"
 "BF206","1","1570"
 "BF206","17","2093"
 "BF204","1","1850"
 "BF204","17","1136"
 "BF203","1","2363"
 "BF203","17","1841"
 "BF199","1","2314"
 "BF199","17","2701"
 "BF197","1","1398"
 "BF197","17","3492"
 "BF196","1","594"
 "BF196","17","2089"
 "BF195","1","594"
 "BF195","17","2089"
 "BF194","1","2667"
 "BF194","17","2088"
 "BF193","1","937"
 "BF193","17","1086"
 "BF192","1","936"
 "BF192","17","1086"
 "BF191","1","2554"
 "BF191","17","3490"
 "BF190","1","120"
 "BF190","17","3487"
 "BF189","1","120"
 "BF189","17","3487"
 "BF188","1","120"
 "BF188","17","3487"
 "BF187","1","1316"
 "BF187","17","783"
 "BF186","1","2844"
 "BF186","17","3483"
 "BF185","1","2266"
 "BF185","17","1532"
 "BF184","1","2266"
 "BF184","17","1532"
 "BF183","1","741"
 "BF183","17","3277"
 "BF182","1","1896"
 "BF182","17","782"
 "BF181","1","1879"
 "BF181","17","1604"
 "BF180","1","802"
 "BF180","17","2079"
 "BF178","1","1485"
 "BF178","17","2077"
 "BF177","1","490"
 "BF177","17","991"
 "BF176","1","1217"
 "BF176","17","1775"
 "BF175","1","2679"
 "BF175","17","1601"
 "BF225","18","1718"
 "BF174","1","1027"
 "BF174","17","2888"
 "BF173","1","1027"
 "BF173","17","2888"
 "BF172","1","3100"
 "BF172","17","2218"
 "BA145","17","4094"
 "BF171","17","2065"
 "BF170","1","2313"
 "BF170","17","3271"
 "BF169","1","2533"
 "BF169","17","3735"
 "BF168","1","2533"
 "BF024","18","2746"
 "BF168","17","3735"
 "BF167","1","1462"
 "BF167","17","1529"
 "BF166","1","845"
 "BF166","17","1125"
 "BF165","1","1310"
 "BF165","17","2064"
 "BF164","1","2424"
 "BF164","17","3474"
 "BF163","1","598"
 "BF163","17","2706"
 "BF162","1","1465"
 "BF162","17","2696"
 "BF161","1","887"
 "BF161","17","1596"
 "BF160","1","887"
 "BF160","17","1596"
 "BF159","1","135"
 "BF159","17","3724"
 "BF157","1","1036"
 "BF157","17","1665"
 "BF156","1","3091"
 "BF156","17","2959"
 "BF155","1","2168"
 "BF155","17","2852"
 "BF154","1","966"
 "BF154","17","2204"
 "BF153","1","1225"
 "BF153","17","3803"
 "BF152","1","4152"
 "BF152","17","3262"
 "BF151","1","3104"
 "BF151","17","2705"
 "BF150","1","2619"
 "BF150","17","3758"
 "BF149","1","2619"
 "BF149","17","3758"
 "BF148","1","498"
 "BF148","17","3734"
 "BA095","1","4080"
 "BF147","17","2867"
 "BF146","1","2544"
 "BF146","17","1832"
 "BF145","1","2832"
 "BF145","17","3838"
 "BF144","1","1249"
 "BF144","17","256"
 "BF143","1","2188"
 "BF143","17","3790"
 "BF142","1","3107"
 "BF142","17","3032"
 "LB158","20","3574"
 "BF141","17","1084"
 "BF140","1","1169"
 "BF140","17","1522"
 "BF139","1","1263"
 "BF139","17","3710"
 "BF138","1","1050"
 "BF138","17","3457"
 "BF137","1","1050"
 "BF137","17","3457"
 "BF136","17","3455"
 "BF135","1","1872"
 "BF135","17","3080"
 "BF134","1","2192"
 "BF134","17","2039"
 "BF133","1","2192"
 "BF133","17","2039"
 "BF132","1","2522"
 "BF132","17","1521"
 "BF131","1","1184"
 "BF131","17","2158"
 "LA236","20","3657"
 "BF129","1","808"
 "BF129","17","2157"
 "BF128","1","1421"
 "BF128","17","1520"
 "BF127","1","1421"
 "BF127","17","1520"
 "BF126","1","1421"
 "BF126","17","1520"
 "BF125","1","1076"
 "BF125","17","3449"
 "BF124","1","1076"
 "BF124","17","3449"
 "BF123","1","1288"
 "BF123","17","2034"
 "BF122","1","2589"
 "BF122","17","976"
 "BF121","1","2680"
 "BF121","17","1519"
 "BF120","1","867"
 "BF120","17","3445"
 "BF119","1","2359"
 "BF119","17","2946"
 "BF118","1","935"
 "BF118","17","3036"
 "BF117","1","3094"
 "BF117","17","3029"
 "BF116","1","1492"
 "BF116","17","2695"
 "BF115","1","748"
 "BF115","17","2690"
 "BF114","1","1666"
 "BF114","17","3234"
 "BF112","1","798"
 "BF112","17","2018"
 "BF111","1","733"
 "BF111","17","1111"
 "BF110","1","853"
 "BF110","17","1110"
 "BF109","1","2196"
 "BF109","17","2942"
 "BF106","1","534"
 "BF106","17","3230"
 "BF105","1","1883"
 "BF105","17","3027"
 "BF104","1","678"
 "BF104","17","2941"
 "BF103","1","1182"
 "BF103","17","1591"
 "BF102","1","1182"
 "BF102","17","1591"
 "BF101","1","1182"
 "BF101","17","1591"
 "BF100","1","1639"
 "BF100","17","3223"
 "BF099","1","1639"
 "BF099","17","3223"
 "BF098","1","670"
 "BF098","17","3058"
 "BF097","1","670"
 "BF097","17","3058"
 "BF096","1","1357"
 "BF096","17","1108"
 "BF095","1","2262"
 "BF095","17","2013"
 "BF094","1","1237"
 "BF094","17","1586"
 "BF093","1","860"
 "BF093","17","2011"
 "BF092","1","1444"
 "BF092","17","1085"
 "BF091","1","863"
 "BF091","17","2009"
 "BF090","1","2470"
 "BF199","18","4154"
