"uid","relationship","pid"
 "DB028","1","116"
 "LB155","1","2407"
 "DB029","1","2497"
 "DB030","17","2926"
 "LC041","1","2391"
 "DB031","17","182"
 "DB031","1","1314"
 "DB032","17","2862"
 "CB054","1","3979"
 "PA004","17","3369"
 "AC103","1","4042"
 "DB034","1","2497"
 "DB037","17","2703"
 "OB031","17","4069"
 "DB040","1","648"
 "DB044","17","3056"
 "DB045","1","3937"
 "DB045","17","3056"
 "DB045","1","684"
 "DB046","17","1995"
 "DB046","1","2489"
 "DB047","17","3198"
 "DB047","1","601"
 "DB048","17","34"
 "DB049","17","3751"
 "DB049","1","905"
 "DB051","17","35"
 "DB054","17","1722"
 "DB054","1","862"
 "DB058","17","1723"
 "DB058","1","1670"
 "DB059","17","1723"
 "DB059","1","1670"
 "DB060","17","127"
 "DB060","1","138"
 "DB061","17","3801"
 "DB061","1","640"
 "DB062","17","3801"
 "DB062","1","640"
 "DB063","17","3801"
 "DB063","1","640"
 "DB067","17","3221"
 "DB067","1","2764"
 "DB083","17","3696"
 "DB083","1","2298"
 "DB085","17","2207"
 "DB085","1","705"
 "AC071","17","4073"
 "DB094","17","195"
 "DB094","1","585"
 "GP191","17","4075"
 "DB108","1","616"
 "DB108","17","4074"
 "DB109","1","616"
 "DB115","17","3478"
 "DB116","17","2067"
 "LA190","1","818"
 "DB119","17","29"
 "DB121","17","2074"
 "DB122","17","2077"
 "DB122","1","1485"
 "DB124","17","3706"
 "DB124","1","1301"
 "DB125","17","2083"
 "DB127","1","1699"
 "LS193","1","2883"
 "DB132","17","4106"
 "DB131","1","2181"
 "DB133","17","4106"
 "DB132","1","2517"
 "DB134","17","4106"
 "DB133","1","2517"
 "BB145","17","4107"
 "DB134","1","2517"
 "DB131","17","4105"
 "DB135","1","2181"
 "DB138","17","1497"
 "DB138","1","2770"
 "DB144","17","1773"
 "DB145","17","1565"
 "DB147","17","2203"
 "DB151","17","3116"
 "DB151","1","1473"
 "DB153","17","1145"
 "DB153","1","1365"
 "DB154","17","1145"
 "DB154","1","1365"
 "DB155","17","2903"
 "DB155","1","2415"
 "DB156","17","1145"
 "DB156","1","1365"
 "DB157","17","1613"
 "DB169","17","3045"
 "DB169","1","837"
 "DB170","17","2248"
 "DB170","1","2685"
 "DB174","17","1155"
 "GP285","17","4132"
 "DB180","1","4044"
 "DB179","17","4131"
 "AC101","18","4045"
 "DB184","17","1018"
 "DB185","17","1018"
 "DB189","17","1164"
 "DB189","1","2254"
 "GB040","20","46"
 "DB194","17","964"
 "DB180","17","4131"
 "PC002","17","379"
 "PC002","1","1792"
 "PC003","17","379"
 "PC003","1","1792"
 "PC005","17","282"
 "PC005","1","429"
 "PC007","17","3388"
 "PC007","1","1058"
 "PC008","17","264"
 "PC008","1","439"
 "PC010","17","363"
 "PC010","1","444"
 "PC014","17","214"
 "PC014","1","1340"
 "PC015","17","183"
 "PC015","1","440"
 "PC016","17","224"
 "PC016","1","2310"
 "PC018","17","2929"
 "PC018","1","615"
 "PC019","17","3418"
 "PC019","1","1440"
 "PC020","17","3418"
 "PC020","1","1440"
 "PC023","17","2379"
 "PC023","1","904"
 "PC024","17","2379"
 "PC024","1","904"
 "PC027","17","320"
 "PC027","1","442"
 "PC028","17","3560"
 "PC028","1","1290"
 "PC029","17","414"
 "PC029","1","3552"
 "PC030","17","385"
 "PC030","1","431"
 "PC031","17","406"
 "PC031","1","516"
 "GP303","1","1233"
 "PC046","22","3577"
 "PC037","17","367"
 "PC037","1","1052"
 "GP303","17","3836"
 "PC040","17","2147"
 "PC040","1","2551"
 "PC043","17","3028"
 "PC043","1","716"
 "PC045","17","4046"
 "PC044","1","2391"
 "PC045","1","2387"
 "PC048","17","2028"
 "PC048","1","2684"
 "PC049","17","2028"
 "PC049","1","2684"
 "PC050","17","2035"
 "PC051","17","212"
 "PC051","1","111"
 "DB092","17","4072"
 "PC053","1","2528"
 "AP078","17","2044"
 "PC056","1","3108"
 "PC061","17","391"
 "PC061","1","435"
 "PC062","17","2954"
 "PC062","1","1221"
 "PC064","15","2446"
 "PC064","17","2148"
 "PC064","1","443"
 "PC065","17","2957"
 "PC065","1","1849"
 "PC066","17","3628"
 "PC066","1","438"
 "PC067","17","3466"
 "PC067","1","3543"
 "PC070","15","2620"
 "BA129","17","4087"
 "PC070","1","1075"
 "PC071","17","3260"
 "PC071","1","840"
 "PC073","17","3701"
 "PC073","1","2530"
 "PC074","17","2961"
 "PC074","1","2467"
 "PC075","17","2907"
 "PC075","1","1427"
 "PC076","17","1837"
 "PC076","1","1384"
 "PC080","17","397"
 "PC080","1","1345"
 "PC082","17","31"
 "PC082","1","1074"
 "PC084","17","1604"
 "PC084","1","1879"
 "PC085","17","3037"
 "PC085","1","744"
 "PC087","17","1609"
 "PC090","17","210"
 "PC090","1","1194"
 "PC091","17","322"
 "PC091","1","2451"
 "PC092","17","322"
 "PC092","1","2451"
 "PC093","17","400"
 "PC093","1","436"
 "PC094","17","3366"
 "PC094","1","674"
 "PC096","17","236"
 "PC096","1","432"
 "PC098","17","468"
 "PC098","1","2494"
 "PC100","17","357"
 "PC100","1","445"
 "PC103","17","3879"
 "PC104","17","402"
 "PC104","1","1402"
 "PC105","17","307"
 "PC105","1","916"
 "PC107","17","2"
 "PC107","1","428"
 "PC108","17","2"
 "PC108","1","428"
 "PC109","17","122"
 "PC109","1","2629"
 "PC110","17","122"
 "PC110","1","2629"
 "PC111","17","403"
 "PC111","1","3539"
 "PC112","17","404"
 "PC112","1","441"
 "PC113","17","3629"
 "PC113","1","123"
 "PC114","17","2734"
 "LA269","17","4061"
 "OB111","20","3594"
 "PA145","17","4166"
 "PC116","1","434"
 "PC117","17","2707"
 "PC117","1","1437"
 "PC120","17","773"
 "PC120","1","1638"
 "PC124","17","3322"
 "PC124","1","704"
 "PC125","17","2131"
 "PC125","1","922"
 "PC127","17","2166"
 "PC127","1","2666"
 "PC128","17","425"
 "PC128","1","437"
 "PC129","17","3335"
 "PC129","1","1308"
 "AP014","21","54"
 "AP014","21","3582"
 "AP014","17","1707"
 "AP014","1","2426"
 "AP027","17","1801"
 "AP027","1","1256"
 "AP028","17","1801"
 "AP028","1","1256"
 "GB067","1","4125"
 "AP031","1","1080"
 "BF067","20","3618"
 "GP164","1","698"
 "DP092","20","3599"
 "GP270","25","3846"
 "PA180","1","1477"
 "PA182","1","1477"
 "AP139","17","1160"
 "AP139","1","3155"
 "PA002","1","464"
 "PA154","1","1458"
 "PA118","21","90"
 "PA118","15","25"
 "CB177","17","4047"
 "DP092","1","1461"
 "DP093","17","977"
 "DP093","1","1461"
 "PA179","1","1477"
 "DP116","17","488"
 "DP116","1","1204"
 "DP117","17","488"
 "DP117","1","1204"
 "DP118","17","488"
 "DP118","1","1204"
 "CB003","17","2377"
 "CB003","1","1353"
 "CB004","17","3727"
 "CB004","1","1921"
 "DB043","20","3616"
 "CB011","17","2812"
 "CB015","17","3403"
 "CB016","17","3403"
 "CB017","17","3403"
 "CB019","17","3787"
 "CB019","1","2279"
 "CB021","17","1496"
 "LS121","17","2952"
 "CB022","17","3010"
 "CB023","17","3010"
 "CB027","17","1711"
 "CB027","1","1380"
 "CB028","17","1711"
 "CB028","1","1380"
 "CB029","17","1711"
 "CB029","1","1380"
 "CB030","17","1711"
 "CB030","1","1380"
 "CB031","17","1982"
 "CB031","1","641"
 "CB039","17","1582"
 "CB039","1","455"
 "CB042","17","1946"
 "CB042","1","1176"
 "CB043","17","3789"
 "CB043","1","701"
 "CB047","17","2932"
 "CB048","17","3750"
 "CB049","17","1568"
 "CB049","1","1368"
 "CB050","17","1513"
 "CB050","1","2676"
 "HC032","1","3981"
 "CB057","17","3202"
 "CB059","17","762"
 "CB059","1","483"
 "CB060","17","2727"
 "CB060","1","2309"
 "CB061","17","2727"
 "CB061","1","2309"
 "CB062","17","3428"
 "CB062","1","2231"
 "CB063","17","3428"
 "CB063","1","2231"
 "CB067","17","2728"
 "CB067","1","3546"
 "CB068","17","3057"
 "CB068","1","2255"
 "CB069","17","3800"
 "CB069","1","690"
 "CB073","17","2014"
 "CB073","1","2675"
 "CB074","17","3753"
 "CB074","1","665"
 "CB075","17","3833"
 "CB075","1","720"
 "CB076","17","3833"
 "CB076","1","720"
 "CB077","17","3753"
 "CB077","1","665"
 "CB078","17","2014"
 "CB078","1","2675"
 "PA199","21","73"
 "PA199","21","17"
 "CB082","17","1014"
 "CB085","17","211"
 "CB085","1","746"
 "CB086","17","211"
 "CB086","1","746"
 "CB087","17","2022"
 "CB087","1","1072"
 "CB088","17","3243"
 "CB088","1","2299"
 "CB092","17","2034"
 "CB092","1","1288"
 "RP120","1","2598"
 "CB094","17","2034"
 "CB094","1","1288"
 "CB095","17","167"
 "CB095","1","2515"
 "CB096","17","2718"
 "CB096","1","2432"
 "CB099","17","3250"
 "CB099","1","2783"
 "CB101","17","1590"
 "CB101","1","1389"
 "CB102","17","2040"
 "CB102","1","3347"
 "CB103","17","2044"
 "CB103","1","1351"
 "CB104","17","2044"
 "CB104","1","1351"
 "CB105","17","2050"
 "CB105","1","3348"
 "CB106","17","2050"
 "CB106","1","3348"
 "CB109","17","1015"
 "CB109","1","1487"
 "CB111","17","786"
 "CB111","1","587"
 "CB112","17","786"
 "CB112","1","587"
 "CB114","17","2867"
 "CB114","1","831"
 "CB115","17","2380"
 "CB115","1","831"
 "CB118","17","2220"
 "CB121","17","1745"
 "CB123","1","4089"
 "CB122","17","1745"
 "CB121","1","4089"
 "CB123","17","1745"
 "BA138","17","4090"
 "CB124","17","2960"
 "CB124","1","1029"
 "CB126","17","3062"
 "CB126","1","2567"
 "CB127","17","3062"
 "CB127","1","2567"
 "CB128","17","3788"
 "CB130","17","2161"
 "CB130","1","453"
 "CB132","17","3735"
 "CB133","17","1529"
 "CB133","1","1462"
 "CB134","17","1127"
 "CB135","17","1006"
 "CB135","1","1301"
 "BF171","1","4093"
 "CB136","1","2574"
 "CB137","17","1006"
 "CB137","1","1301"
 "CB138","1","1859"
 "CB139","17","2794"
 "CB143","17","3276"
 "CB144","17","3276"
 "CB148","17","3744"
 "CB148","1","1383"
 "CB149","17","3744"
 "CB149","1","1383"
 "CB150","17","3039"
 "CB151","17","3039"
 "CB151","1","740"
 "CB153","17","338"
 "CB153","1","1363"
 "CB154","17","3684"
 "CB154","1","1235"
 "CB155","17","3684"
 "CB155","1","1235"
 "CB156","17","3684"
 "CB156","1","1235"
 "CB159","17","1650"
 "CB159","1","1387"
 "CB161","17","768"
 "BF282","17","768"
 "CB164","17","1142"
 "CB164","1","2265"
 "CB165","17","1612"
 "CB167","17","3498"
 "CB167","1","119"
 "CB168","17","3499"
 "CB168","1","500"
 "BF005","17","4035"
 "CB176","17","815"
 "CB177","1","1408"
 "CB179","17","3772"
 "CB179","1","1782"
 "CB180","17","3772"
 "CB180","1","1782"
 "CB181","17","3772"
 "CB181","1","1782"
 "CB182","17","3772"
 "CB182","1","1782"
 "CB183","17","3772"
 "CB183","1","1782"
 "GB222","17","4007"
 "CB186","1","899"
 "PA211","1","2687"
 "CB188","17","3847"
 "CB189","17","3847"
 "CB193","17","2119"
 "CB196","17","3517"
 "CB196","1","673"
 "CB197","17","3517"
 "CB197","1","673"
 "CB199","17","3313"
 "CB200","17","3315"
 "CB200","1","1448"
 "CB201","17","2990"
 "CB201","1","459"
 "CB202","17","3527"
 "CB202","1","1888"
 "GP290","1","4138"
 "CB203","1","1057"
 "OB143","17","4137"
 "OB143","1","4138"
 "CB206","17","3851"
 "PB081","21","51"
 "BB081","1","2473"
 "CB004","20","3557"
 "RP083","1","1494"
 "OB089","1","3551"
 "OB089","17","1606"
 "OB088","1","2562"
 "OB088","17","2081"
 "GB179","17","1607"
 "OB086","1","481"
 "OB086","17","3481"
 "OB085","1","481"
 "OB085","17","3481"
 "OB082","1","3352"
 "OB082","17","1747"
 "OB080","1","728"
 "OB080","17","1129"
 "OB079","1","2682"
 "OB079","17","3472"
 "OB076","1","2365"
 "OB076","17","1593"
 "OB075","1","2302"
 "OB075","17","3677"
 "OB074","1","1445"
 "OB074","17","329"
 "OB073","1","2358"
 "OB073","17","1122"
 "OB072","1","2199"
 "OB072","17","3757"
 "OB069","1","1321"
 "OB069","17","1115"
 "OB068","1","1403"
 "OB068","17","2222"
 "OB067","1","930"
 "OB067","17","3732"
 "OB066","1","967"
 "OB066","17","3824"
 "OB065","1","2814"
 "OB065","17","2786"
 "OB064","1","654"
 "OB064","17","1770"
 "OB062","1","819"
 "OB062","17","218"
 "OB061","1","2597"
 "OB061","17","3448"
 "OB060","1","1423"
 "OB060","17","1588"
 "OB059","1","1679"
 "OB059","17","417"
 "OB058","1","1679"
 "OB058","17","417"
 "OB057","1","1061"
 "OB057","17","2020"
 "OB056","1","1079"
 "OB056","17","2866"
 "OB055","1","1061"
 "OB055","17","2020"
 "OB054","1","1079"
 "OB054","17","2866"
 "OB053","1","619"
 "OB053","17","3441"
 "OB052","1","1336"
 "OB052","17","3650"
 "OB051","1","619"
 "OB051","17","3441"
 "OB050","1","1434"
 "OB050","17","3672"
 "OB049","1","711"
 "OB049","17","3672"
 "OB048","1","1923"
 "OB048","17","3730"
 "OB047","1","1923"
 "OB047","17","3730"
 "OB046","1","1671"
 "OB046","17","3025"
 "OB044","1","2513"
 "OB044","17","352"
 "OB043","1","138"
 "OB043","17","127"
 "OB042","1","137"
 "OB042","17","128"
 "OB041","1","1658"
 "OB041","17","384"
 "OB040","1","919"
 "OB040","17","2005"
 "OB039","1","919"
 "OB039","17","2005"
 "OB037","1","2375"
 "OB037","17","232"
 "OB036","1","702"
 "OB036","17","3830"
 "OB035","1","601"
 "OB035","17","3198"
 "OB034","1","601"
 "OB034","17","3198"
 "OB033","1","1311"
 "OB033","17","288"
 "OB032","1","3134"
 "OB032","17","231"
 "OB031","1","2440"
 "LS059","17","4070"
 "OB030","1","2409"
 "OB030","17","2892"
 "OB028","1","552"
 "OB028","17","1986"
 "OB027","1","1349"
 "OB027","17","3187"
 "OB026","1","2368"
 "OB026","17","3486"
 "OB021","17","1975"
 "OB019","1","591"
 "OB019","17","3344"
 "OB018","1","745"
 "OB018","17","1089"
 "OB017","1","2541"
 "OB017","17","759"
 "OB016","1","745"
 "OB016","17","1089"
 "OB015","1","2541"
 "OB015","17","759"
 "OB014","17","175"
 "OB013","1","1309"
 "OB013","17","1968"
 "OB012","1","3126"
 "OB012","17","1504"
 "OB011","1","3126"
 "OB011","17","1504"
 "OB010","1","892"
 "OB010","17","3176"
 "OB009","1","2722"
 "OB009","17","283"
 "OB008","1","625"
 "OB008","17","3818"
 "OB007","1","3142"
 "OB007","17","758"
 "OB006","1","1472"
 "OB006","17","3072"
 "OB005","1","1472"
 "OB005","17","3072"
 "OB004","1","625"
 "OB004","17","3818"
 "OB002","1","923"
 "OB002","17","3665"
 "OB001","17","792"
 "OB099","17","3843"
 "OB099","1","800"
 "OB101","17","421"
 "OB101","1","1032"
 "OB102","17","421"
 "OB102","1","1032"
 "OB103","17","1091"
 "OB103","1","683"
 "OB104","17","1091"
 "OB104","1","683"
 "OB105","17","1091"
 "OB105","1","683"
 "OB107","17","1710"
 "OB107","1","2577"
 "OB109","17","3721"
 "OB109","1","155"
 "LS190","17","318"
 "OB111","17","318"
 "OB111","1","2883"
 "OB113","17","1149"
 "OB113","1","2258"
 "OB114","17","1149"
 "OB114","1","2258"
 "OB115","17","422"
 "OB115","1","2260"
 "OB116","17","1755"
 "OB116","1","1698"
 "OB117","17","260"
 "OB117","1","2281"
 "OB118","17","260"
 "OB118","1","2281"
 "OB119","17","260"
 "OB119","1","2281"
 "OB120","17","2109"
 "OB120","1","151"
 "OB121","17","2869"
 "OB121","1","149"
 "OB124","17","3811"
 "OB124","1","898"
 "OB125","17","3668"
 "OB125","1","1890"
 "OB127","17","3738"
 "OB127","1","2429"
 "OB128","17","1741"
 "OB128","1","620"
 "OB129","17","2707"
 "OB129","1","1437"
 "OB131","17","3309"
 "OB131","1","484"
 "OB134","17","2984"
 "OB134","1","846"
 "HC046","17","3469"
 "OB136","17","340"
 "OB136","1","655"
 "OB137","17","340"
 "OB137","1","655"
 "OB138","17","789"
 "OB138","1","915"
 "OB139","17","2129"
 "OB139","1","2480"
 "OB141","17","1633"
 "OB141","1","1064"
 "OB142","17","3641"
 "OB142","1","499"
 "CB204","1","4138"
 "AC136","17","4139"
 "OB144","17","3048"
 "OB144","1","2303"
 "DP092","20","3580"
 "OB147","17","426"
 "OB147","1","1035"
 "PA206","1","2372"
 "PA108","17","2058"
 "PA108","1","1331"
 "PA109","17","2058"
 "PA109","1","1331"
 "PA107","17","2058"
 "PA107","1","1331"
 "PA207","1","2603"
 "PA134","17","169"
 "PA134","1","2603"
 "PA135","17","169"
 "PA135","1","2603"
 "OB096","20","10"
 "OB097","20","10"
 "GP302","1","1361"
 "CB047","1","1250"
 "CB074","20","51"
 "LC018","21","77"
 "LC019","21","77"
 "OB129","21","77"
 "LC005","21","77"
 "LC006","21","77"
 "PA050","1","483"
 "BD059","17","4112"
 "PA168","1","680"
 "BF241","21","75"
 "PC117","21","77"
 "LB030","1","1882"
 "CB128","1","2542"
 "LA260","18","2065"
 "CB169","17","3499"
 "CB193","1","2428"
 "LB029","1","1882"
 "LB023","17","3179"
 "DB032","1","3971"
 "LB022","1","3990"
 "PA017","17","3991"
 "LB022","17","3083"
 "PA004","1","2536"
 "LB007","1","2591"
 "LB005","1","714"
 "BF033","17","3996"
 "LB005","17","3746"
 "LB001","17","2747"
 "CB169","1","914"
 "PA063","21","25"
 "PA070","18","1731"
 "PA117","1","836"
 "PA199","1","1372"
 "PA197","17","2139"
 "PA197","1","1372"
 "PA196","1","1661"
 "GB062","17","3067"
 "PA196","20","17"
 "PA196","20","73"
 "PA196","20","99"
 "PA196","5","106"
 "CB167","20","47"
 "LS190","1","2883"
 "RP002","1","940"
 "CB186","17","4006"
 "PA199","21","99"
 "PA197","21","17"
 "PA197","21","99"
 "PA197","21","73"
 "PA037","17","3413"
 "PA037","1","1238"
 "PA037","21","77"
 "PA036","17","3413"
 "PA036","1","1238"
 "PA036","21","77"
 "GB251","20","3611"
 "GB251","20","3606"
 "RP034","1","2279"
 "rp104","1","4163"
 "PA084","5","32"
 "OB056","20","84"
 "OB054","20","84"
 "LA124","20","3575"
 "LA124","20","3584"
 "CB088","20","3589"
 "CB026","17","1544"
 "CB026","1","924"
 "LC045","20","21"
 "PC051","20","59"
 "PA049","17","762"
 "RP101","17","3636"
 "LA148","17","1591"
 "LA148","1","1182"
 "BB094","25","3571"
 "BF119","5","3571"
 "CB137","21","102"
 "CB137","21","85"
 "CB134","1","544"
 "LA184","17","817"
 "LA184","1","663"
 "GB189","17","3489"
 "GB189","1","2625"
 "LS012","21","22"
 "GP256","20","3595"
 "PC013","15","121"
 "PC023","21","170"
 "PC039","1","597"
 "PC039","17","3220"
 "PC039","20","3219"
 "PC049","25","285"
 "PC050","15","143"
 "PC087","1","1868"
 "PC087","25","3561"
 "PC068","17","3259"
 "PC068","1","1060"
 "PC089","15","194"
 "PC024","20","3423"
 "PC023","20","3423"
 "PC093","15","141"
 "PC100","20","50"
 "PC100","20","56"
 "PC123","20","93"
 "BF238","25","74"
 "BF237","25","74"
 "PB076","20","3594"
 "PB074","20","3594"
 "LS193","20","3594"
 "LS192","20","3594"
 "LS191","20","3594"
 "LS190","20","3594"
 "CB205","17","2137"
 "CB205","1","2556"
 "PB092","20","94"
 "CB205","20","52"
 "CB212","17","2960"
 "BF141","1","1492"
 "PC113","20","18"
 "PC113","20","26"
 "BA190","21","18"
 "BA190","21","26"
 "BA190","21","1619"
 "GB137","20","27"
 "CB199","21","15"
 "CB199","21","55"
 "PC017","15","20"
 "PC021","17","3419"
 "PC021","1","1440"
 "AP137","17","2989"
 "AP137","1","2512"
 "PC033","15","20"
 "PA059","1","4127"
 "PA200","17","2395"
 "PC052","17","849"
 "PC052","1","881"
 "CB211","1","1493"
 "PC077","17","1837"
 "PC077","1","1384"
 "CB211","17","1762"
 "PC106","15","49"
 "PC124","3","932"
 "LA025","17","1087"
 "LA025","1","1381"
 "GP126","15","3"
 "GP003","15","2715"
 "GP142","1","651"
 "LS014","18","319"
 "GB091","17","3441"
 "GB091","1","619"
 "DB004","20","3582"
 "DB004","21","3570"
 "DB004","20","54"
 "DB005","20","3582"
 "DB005","21","3570"
 "DB005","20","54"
 "PA002","21","3657"
 "LA005","20","70"
 "PA002","20","70"
 "DB043","20","3564"
 "DB043","20","3596"
 "RP024","20","3614"
 "RP024","20","3598"
 "GP180","1","656"
 "GP185","1","2183"
 "GP083","1","2833"
 "DB172","20","2733"
 "DB173","20","2733"
 "LA092","1","1001"
 "BB100","1","682"
 "PA062","1","1697"
 "PA062","17","1727"
 "MW054","1","4114"
 "BF281","17","4155"
 "CB044","17","3783"
 "CB044","1","709"
 "RP170","17","4116"
 "CB176","20","19"
 "GP165","1","698"
 "GB008","18","1953"
 "LA021","17","3071"
 "LA021","1","722"
 "LA019","17","3071"
 "LA019","1","722"
 "RP169","17","4121"
 "RP169","1","2623"
 "BB135","1","4122"
 "LB049","17","3434"
 "GB078","17","4043"
 "DB179","1","4044"
 "LB070","17","3232"
 "LB070","1","1917"
 "LB078","17","3239"
 "LB077","1","3942"
 "LB080","17","3443"
 "LB081","17","3443"
 "LB162","1","3956"
 "LB091","17","486"
 "LB092","17","2782"
 "LB093","17","2811"
 "LB098","17","2787"
 "LB105","17","1743"
 "LB105","1","2656"
 "LB107","17","1743"
 "LB107","1","2656"
 "PC070","17","4087"
 "BB113","18","3807"
 "LB114","17","3840"
 "LB114","1","2288"
 "LB116","17","3816"
 "LB116","1","1265"
 "LB117","17","2697"
 "LB117","1","842"
 "LB118","17","1628"
 "LB118","1","1404"
 "LB121","17","3365"
 "LB125","17","2818"
 "LB127","17","2086"
 "LB127","1","2263"
 "LA207","17","4078"
 "LB138","17","3493"
 "LB138","1","1339"
 "LB139","17","2822"
 "LB140","17","2825"
 "LB145","17","3764"
 "LB145","1","600"
 "LB147","17","2975"
 "LB147","1","632"
 "LB149","17","3292"
 "LB149","1","1419"
 "LB155","17","3511"
 "BA048","17","4000"
 "LB156","17","1626"
 "LB156","1","995"
 "LB158","17","1156"
 "LB162","17","2736"
 "BA130","1","3957"
 "LB166","17","2125"
 "LB166","1","547"
 "LB168","17","2831"
 "LB169","17","3330"
 "LB169","1","1892"
 "LB170","17","3330"
 "LB170","1","1892"
 "LB171","17","3532"
 "HC002","1","2498"
 "HC010","17","249"
 "HC014","17","3181"
 "HC014","1","2410"
 "HC015","17","3376"
 "HC015","1","1030"
 "HC020","17","3424"
 "HC020","1","2674"
 "HC023","17","366"
 "HC023","1","1413"
 "HC024","17","366"
 "HC024","1","1413"
 "HC026","17","3084"
 "HC026","1","1348"
 "HC035","17","2745"
 "HC035","1","1420"
 "HC036","17","299"
 "HC036","1","3102"
 "HC037","17","299"
 "HC037","1","3102"
 "HC039","1","1435"
 "HC044","17","3469"
 "HC045","17","2160"
 "HC045","1","3136"
 "HC040","1","801"
 "HC042","1","1051"
 "HC052","17","1016"
 "HC053","17","173"
 "HC053","1","2423"
 "HC054","1","530"
 "HC058","17","3770"
 "HC058","1","2184"
 "HC059","17","3770"
 "HC059","1","2184"
 "BA126","1","3987"
 "HC064","17","1554"
 "HC067","17","992"
 "HC067","1","3090"
 "HC069","17","424"
 "HC070","17","424"
 "HC066","1","2230"
 "MW006","17","1949"
 "MW009","17","3792"
 "MW009","1","523"
 "MW010","17","3792"
 "MW010","1","523"
 "MW011","17","3792"
 "MW011","1","1653"
 "MW012","17","3861"
 "MW012","1","166"
 "MW013","17","3861"
 "MW013","1","166"
 "MW014","17","1950"
 "MW014","1","2664"
 "MW015","17","3994"
 "MW015","1","2588"
 "MW017","17","1501"
 "MW017","1","2197"
 "MW018","17","1501"
 "MW018","1","2197"
 "MW019","17","1501"
 "MW019","1","2197"
 "MW023","17","3393"
 "MW023","1","2331"
 "MW028","17","3712"
 "MW028","1","2657"
 "MW029","17","1971"
 "MW029","1","1069"
 "MW032","17","3406"
 "MW032","1","3127"
 "MW033","17","3406"
 "MW033","1","3127"
 "MW037","17","2927"
 "MW037","1","1681"
 "MW038","17","3714"
 "MW042","17","3013"
 "MW042","1","1652"
 "BA236","1","1269"
 "MW046","17","3194"
 "PA117","17","4091"
 "MW047","17","2211"
 "MW047","1","2529"
 "MW049","17","1990"
 "MW049","1","1232"
 "MW050","17","1990"
 "MW050","1","1232"
 "MW054","17","3715"
 "BF224","17","820"
 "MW055","17","1511"
 "MW055","1","871"
 "MW057","17","3417"
 "MW057","1","3149"
 "MW058","17","502"
 "MW058","1","1371"
 "MW060","17","3019"
 "MW060","1","934"
 "MW066","17","2003"
 "MW066","1","610"
 "MW073","17","1107"
 "MW073","1","2295"
 "MW078","17","3633"
 "BF209","1","4081"
 "MW079","17","2943"
 "MW079","1","1377"
 "MW080","17","2944"
 "MW080","1","1876"
 "MW084","17","2896"
 "MW084","1","2549"
 "MW085","17","2896"
 "MW085","1","2549"
 "MW086","17","3247"
 "BA011","1","3983"
 "MW090","17","2036"
 "MW090","1","1041"
 "LA216","1","1049"
 "MW095","17","3459"
 "MW095","1","807"
 "MW097","17","2954"
 "MW104","17","1526"
 "MW104","1","607"
 "MW105","17","1526"
 "MW105","1","1236"
 "MW108","17","3471"
 "MW109","17","2806"
 "MW110","17","1746"
 "MW110","1","1900"
 "MW112","17","2249"
 "MW112","1","2595"
 "MW114","17","4095"
 "BD020","17","4067"
 "CB138","17","4096"
 "MW113","1","4066"
 "MW117","17","3477"
 "MW117","1","803"
 "MW118","17","3113"
 "MW118","1","1333"
 "MW120","17","2810"
 "MW125","17","3035"
 "MW125","1","2592"
 "MW127","17","1135"
 "MW127","1","2677"
 "MW131","17","506"
 "MW131","1","2240"
 "MW134","17","1137"
 "MW134","1","1259"
 "MW135","17","1137"
 "MW135","1","1259"
 "MW149","17","3925"
 "MW139","17","2974"
 "MW139","1","1678"
 "MW142","17","1546"
 "MW143","17","2808"
 "MW145","17","3925"
 "MW148","17","3505"
 "MW152","17","1623"
 "MW152","1","636"
 "MW153","17","1623"
 "MW153","1","636"
 "MW154","17","1623"
 "MW154","1","636"
 "GP041","17","4012"
 "MW155","1","998"
 "MW156","17","795"
 "MW156","1","998"
 "MW160","17","1627"
 "MW160","1","1360"
 "MW161","17","2986"
 "MW161","1","1337"
 "MW166","17","2382"
 "MW166","1","3363"
 "MW167","17","2382"
 "MW167","1","3363"
 "MW168","17","2382"
 "MW168","1","3363"
 "MW169","17","2135"
 "MW169","1","1897"
 "MW171","17","4140"
 "MW170","1","724"
 "AC135","17","4141"
 "MW171","1","724"
 "LA186","17","2807"
 "LB154","1","2407"
 "LB154","17","3511"
 "LA238","17","816"
 "CB132","1","2533"
 "LS173","1","120"
 "LS173","17","3487"
 "PB004","17","2998"
 "LA226","17","1147"
 "LA226","1","879"
 "CB188","1","4113"
 "LA228","1","2662"
 "CB166","17","3499"
 "CB166","1","914"
 "GB108","17","3993"
 "CB051","17","1998"
 "CB051","1","2834"
 "CB007","17","2997"
 "CB007","1","3550"
 "CB150","1","740"
 "CB198","17","1629"
 "BA235","1","199"
 "LA266","1","791"
 "CB168","21","19"
 "CB143","1","2754"
 "CB071","17","2012"
 "CB071","1","2386"
 "CB144","1","2754"
 "HC021","20","24"
 "HC021","17","293"
 "HC021","1","841"
 "MW154","20","104"
 "MW154","21","5"
 "MW153","18","1121"
 "MW153","20","104"
 "MW153","21","34"
 "MW152","20","104"
 "MW152","21","5"
 "MW152","18","2209"
 "BB126","17","1127"
 "BB126","1","544"
 "BF134","21","81"
 "BF135","21","81"
 "BF133","21","81"
 "LB049","1","2447"
 "CB177","5","104"
 "PA192","1","463"
