"uid1","idx","uid2"
 "DB059","1","GB066"
 "DB059","3","GB137"
 "DB059","3","GB218"
 "DB059","3","GB219"
 "DB059","3","LS223"
 "CB090","1","CB091"
 "PB045","2","PB046"
 "CB137","1","CB135"
 "CB134","3","CB137"
 "LC056","3","AC084"
 "AC084","8","LC037"
 "LS033","8","BB186"
 "LS033","8","LA097"
 "MW015","1","BA018"
 "LA097","8","BB186"
 "BF251","8","LS033"
 "BF251","8","LA097"
 "CB197","8","LA097"
 "CB197","8","LS033"
 "CB196","8","LA097"
 "CB196","8","LS033"
 "PA117","7","OB109"
 "OB109","1","BF219"
 "LC061","1","GB164"
 "LC061","1","GB163"
 "AC093","3","GB064"
 "AC093","3","GB065"
 "AC093","3","LA092"
 "BF189","1","LS173"
 "BF188","1","LS173"
 "DB131","1","DB135"
 "DB132","2","DB131"
 "DB133","2","DB131"
 "DB134","2","DB131"
 "DB132","1","DB133"
 "DB132","1","DB134"
 "DB132","2","DB135"
 "DB132","3","GB134"
 "DB133","1","DB134"
 "DB133","3","GB134"
 "DB133","2","DB135"
 "DB134","3","GB134"
 "DB134","2","DB135"
 "DB131","8","GB134"
 "DB135","8","GB134"
 "CB167","3","BD059"
 "CB004","3","BD059"
 "CB004","3","LA228"
 "CB106","1","CB105"
 "BD074","1","HC069"
 "LS237","3","BF166"
 "OB050","10","OB049"
 "LS238","2","LS126"
 "GB245","2","LS126"
 "BA211","2","LS126"
 "BA212","2","LS126"
 "LC017","1","LS045"
 "LC017","1","LS044"
 "LC045","2","LC017"
 "LC017","3","LS012"
 "LC017","3","LS013"
 "LS012","3","LS044"
 "LS012","3","LS045"
 "LC045","2","LS012"
 "LC045","2","LS013"
 "LS013","3","LS044"
 "LS013","3","LS045"
 "LC045","2","LS044"
 "LC045","2","LS045"
 "LC065","12","GP114"
 "LA274","8","LA272"
 "LA272","8","LA273"
 "GB163","3","BF069"
 "GB163","8","CB059"
 "BF069","3","GB164"
 "BF069","8","CB059"
 "DB054","8","BF245"
 "DB054","8","BF246"
 "DB054","8","BF069"
 "DB054","8","LC061"
 "DB054","8","GB164"
 "DB054","8","GB163"
 "GP078","2","GB081"
 "GP077","7","GP079"
 "GP081","7","GP079"
 "GP076","7","GP079"
 "GP071","7","GP079"
 "GP082","2","GP079"
 "GP090","3","GP290"
 "GP090","3","CB204"
 "GP090","3","OB143"
 "PC019","1","PC020"
 "BB080","2","GP092"
 "BB082","2","GP092"
 "GP092","3","GP003"
 "GP092","3","GP004"
 "GP092","3","GP005"
 "GP092","3","GP006"
 "GP147","8","LS012"
 "GP147","8","LS013"
 "GP147","8","LS044"
 "GP147","8","LS045"
 "GP147","8","LC017"
 "CB087","1","GP148"
 "GP240","2","DP118"
 "GP240","2","DP117"
 "GP240","8","AC049"
 "GP241","2","DP117"
 "GP241","2","DP118"
 "GP241","8","AC049"
 "GP256","8","BA102"
 "GP261","8","CB087"
 "BA177","1","GP252"
 "BA178","1","GP252"
 "LS211","2","PC064"
 "PC064","3","LS212"
 "GP285","7","CB088"
 "OB109","2","GP185"
 "CB211","1","GP301"
 "CB211","1","BB201"
 "CB039","8","CB114"
 "BF219","2","GP185"
 "CB128","2","GB065"
 "LS001","1","BF001"
 "PC002","1","PC003"
 "GP303","0","DB180"
 "GP303","0","DB179"
 "DB179","1","DB180"
 "PC044","3","PC045"
 "PC049","2","PC045"
 "PC087","2","DB132"
 "PC087","2","DB133"
 "PC087","2","DB134"
 "PC087","2","GB134"
 "PC087","3","GB224"
 "PC077","1","PC076"
 "PC091","1","PC092"
 "BA071","3","PC093"
 "BA070","8","PC093"
 "PC094","3","BA134"
 "PC094","3","BA135"
 "LS041","3","LS040"
 "GB046","7","LS041"
 "GB048","7","LS041"
 "LS042","3","LS041"
 "GB046","7","LS042"
 "GB047","7","LS042"
 "GB048","7","LS042"
 "PA004","7","LS042"
 "GP050","3","GP143"
 "GP302","11","GP303"
 "GP223","2","GP208"
 "GP224","2","GP208"
 "PC107","1","PC108"
 "PC109","2","PC107"
 "PC109","2","PC108"
 "OB060","3","BF234"
 "BF234","3","PA076"
 "BB108","7","BF161"
 "BB108","7","BF160"
 "LS190","1","PB074"
 "LS190","1","PB076"
 "LS190","1","OB111"
 "LS190","1","LS191"
 "LS190","1","LS192"
 "LS190","1","LS193"
 "LS191","1","PB074"
 "LS191","1","PB076"
 "LS191","1","OB111"
 "LS192","1","PB074"
 "LS192","1","PB076"
 "LS192","1","OB111"
 "LS193","1","PB074"
 "LS193","1","PB076"
 "LS193","1","OB111"
 "PB001","6","PB079"
 "PB020","1","PB021"
 "PB092","1","CB205"
 "DB085","2","DB004"
 "DB085","2","DB005"
 "DB017","2","DB016"
 "BB014","1","DB017"
 "BB014","2","DB016"
 "GP071","2","BD040"
 "AC029","7","BF067"
 "PA035","2","GP075"
 "AC029","2","GP075"
 "PA035","2","GP071"
 "PA035","2","GP081"
 "PA035","2","GP076"
 "PA035","2","GP077"
 "AC029","2","GP071"
 "AC029","2","GP081"
 "AC029","2","GP076"
 "AC029","2","GP077"
 "PA035","7","GP082"
 "PA035","7","GP286"
 "AC029","7","GP082"
 "AC029","7","GP286"
 "GP286","3","GP082"
 "GP082","2","GP073"
 "GP071","2","GP082"
 "GP081","2","GP082"
 "GP076","2","GP082"
 "GP077","2","GP082"
 "GP071","7","GP073"
 "GP081","7","GP073"
 "GP076","7","GP073"
 "GP077","7","GP073"
 "GP072","2","GB081"
 "GP080","2","GB081"
 "PA035","7","GP132"
 "AC029","7","GP132"
 "PA035","7","GP130"
 "AC029","7","GP130"
 "PC019","1","PC021"
 "PC020","1","PC021"
 "AP137","2","GP080"
 "AP137","2","GP072"
 "AP137","2","GP078"
 "AP137","7","GB081"
 "BF119","2","PC045"
 "PA200","1","LA309"
 "PA200","3","PA169"
 "RP182","2","PA200"
 "PA168","2","PA200"
 "PA200","3","PA211"
 "DB045","1","DB044"
 "DB045","1","GP085"
 "DB044","1","GP085"
 "BF095","3","LA071"
 "BF095","3","LA072"
 "BF095","3","LA073"
 "LA071","3","LA072"
 "LA071","3","LA073"
 "DB061","1","DB062"
 "DB061","1","DB063"
 "DB062","1","DB063"
 "CB069","7","DB061"
 "CB069","7","DB062"
 "CB069","7","DB063"
 "LA267","7","DB061"
 "LA267","7","DB062"
 "LA267","7","DB063"
 "GP255","3","CB069"
 "BB136","2","GP255"
 "BB136","2","CB069"
 "GP041","3","BF157"
 "GP014","1","CB003"
 "DB108","1","DB109"
 "BA049","7","DB108"
 "BA050","7","DB108"
 "BA048","7","DB108"
 "BA049","7","DB109"
 "BA050","7","DB109"
 "BA048","7","DB109"
 "BB182","2","GB099"
 "DB083","3","LA237"
 "LS029","2","DB083"
 "GB035","2","DB083"
 "LA235","2","DB083"
 "LA236","7","DB083"
 "GB207","7","DB083"
 "LA092","3","BB033"
 "LA092","2","AC093"
 "LA092","2","RP140"
 "LA092","2","RP142"
 "RP140","3","AC093"
 "RP140","3","GB065"
 "RP140","3","GB064"
 "RP140","3","LA091"
 "RP142","3","AC093"
 "RP142","3","GB065"
 "RP142","3","GB064"
 "RP142","3","LA091"
 "LA091","3","AC093"
 "LA091","7","GB137"
 "LA091","7","LA270"
 "LA091","7","GB218"
 "LA091","7","GB219"
 "LA091","7","LS223"
 "GB064","7","LA270"
 "GB064","7","GB218"
 "GB064","7","GB219"
 "GB064","7","LS223"
 "GB065","7","LA270"
 "GB065","7","GB218"
 "GB065","7","GB219"
 "GB065","7","LS223"
 "GB137","3","LA270"
 "GB137","3","GB218"
 "GB137","3","GB219"
 "GB137","3","LS223"
 "GB218","3","LA270"
 "LS223","2","GB220"
 "LS223","2","GB222"
 "LS223","2","GB223"
 "LS223","7","GB221"
 "LS223","3","LA270"
 "GB219","3","LA270"
 "LA270","3","DB058"
 "LA270","3","DB059"
 "LA270","3","GB066"
 "CB189","2","BF241"
 "CB189","2","PC117"
 "GP163","2","BF210"
 "BB198","2","CB086"
 "CB044","1","LA066"
 "CB044","7","OB051"
 "CB044","7","OB053"
 "CB044","7","GB091"
 "LA066","7","GB091"
 "CB112","1","CB111"
 "CB003","2","CB111"
 "CB003","2","CB112"
 "BB198","2","CB085"
 "CB085","1","CB086"
 "CB154","2","LA209"
 "CB155","2","LA209"
 "CB156","2","LA209"
 "GP230","7","LA209"
 "GP231","7","LA209"
 "GP233","7","LA209"
 "GP230","2","CB155"
 "GP231","2","CB155"
 "GP232","2","CB155"
 "GP233","2","CB155"
 "CB155","2","LA208"
 "CB154","2","LA208"
 "GP230","2","CB154"
 "GP231","2","CB154"
 "GP232","2","CB154"
 "GP233","2","CB154"
 "CB156","2","LA208"
 "GP230","2","CB156"
 "GP231","2","CB156"
 "GP232","2","CB156"
 "GP233","2","CB156"
 "GP230","7","LA208"
 "GP231","7","LA208"
 "GP232","7","LA208"
 "GP233","7","LA208"
 "GP232","7","LA209"
 "BB072","1","CB062"
 "BB072","1","CB063"
 "CB062","1","CB063"
 "CB075","3","MW152"
 "GB213","3","CB075"
 "GB212","3","PB081"
 "GB213","3","CB076"
 "GB213","3","PB081"
 "CB039","6","CB011"
 "OB134","2","BF111"
 "BA207","7","AP139"
 "BA208","7","AP139"
 "BA209","7","AP139"
 "BA207","10","OB134"
 "BA208","10","OB134"
 "BA209","10","OB134"
 "OB134","1","AC122"
 "GB138","1","BA134"
 "GB138","1","PC073"
 "GB138","1","BA135"
 "CB127","1","CB126"
 "LA020","7","LA021"
 "LA019","1","LA021"
 "LA020","7","LA019"
 "GB215","2","BA191"
 "GB215","8","LA020"
 "GB215","8","LA021"
 "LA256","2","GB216"
 "GB216","3","LA025"
 "LA256","2","GB215"
 "GB215","3","LA025"
 "GB216","8","LA021"
 "GB216","8","LA020"
 "GB216","2","BA191"
 "RP166","1","RP169"
 "LA114","2","LA020"
 "BB002","7","CB193"
 "BB003","7","CB193"
 "CB121","1","CB122"
 "CB121","1","CB123"
 "CB122","1","CB123"
 "LA261","7","CB042"
 "LA059","7","LA008"
 "LA260","2","LA008"
 "PA112","2","GP146"
 "PA112","2","OB052"
 "CB212","1","CB124"
 "CB041","1","CB042"
 "LA260","7","CB041"
 "LA261","7","CB041"
 "CB148","1","CB149"
 "BF099","1","BF100"
 "HC037","1","HC036"
 "LA013","0","MW011"
 "MW013","1","MW012"
 "LA013","4","BA009"
 "LA013","4","MW012"
 "LA013","4","MW013"
 "LA013","4","BA149"
 "BA009","2","MW010"
 "BA009","3","AC099"
 "BA009","1","MW012"
 "BA009","1","MW013"
 "BA149","3","MW012"
 "BA149","3","MW013"
 "MW011","2","BA149"
 "MW011","2","BA009"
 "LA012","1","MW012"
 "LA012","1","MW013"
 "LA012","2","MW010"
 "MW011","2","LA012"
 "MW010","1","MW009"
 "MW010","1","BA010"
 "MW012","2","MW010"
 "MW013","2","MW010"
 "MW011","7","MW010"
 "BA009","2","MW009"
 "LA012","2","MW009"
 "MW011","2","MW012"
 "MW011","2","MW013"
 "MW011","7","BA010"
 "MW011","7","MW009"
 "MW012","3","AC099"
 "MW012","3","LA069"
 "MW013","3","LA069"
 "MW013","2","MW009"
 "MW013","2","BA010"
 "MW012","2","BA010"
 "MW012","2","MW009"
 "MW009","1","BA010"
 "MW170","1","MW171"
 "LB107","1","LB105"
 "LB154","1","LB155"
 "BF169","1","CB132"
 "CB132","2","BF167"
 "CB132","1","BF168"
 "CB133","1","BF167"
 "BF168","2","CB133"
 "BF169","2","CB133"
 "CB132","2","CB133"
 "CB161","8","LA217"
 "CB161","8","LA218"
 "LA217","3","CB043"
 "LA218","3","CB043"
 "PA140","2","CB166"
 "PA140","2","CB169"
 "PA139","2","CB169"
 "PA139","2","CB166"
 "CB168","10","CB166"
 "CB168","10","CB169"
 "CB169","1","CB166"
 "CB169","3","PA160"
 "CB169","3","PC051"
 "CB169","3","OB006"
 "CB169","3","OB005"
 "CB169","3","DB013"
 "CB166","3","PA160"
 "CB166","3","PC051"
 "CB166","3","OB006"
 "CB166","3","OB005"
 "CB166","3","DB013"
 "LA023","2","RP085"
 "LA023","2","BA095"
 "BA014","1","BA008"
 "BA166","1","BA167"
 "LA228","7","CB169"
 "BD059","7","CB166"
 "LA228","7","CB166"
 "LA228","7","CB168"
 "LA228","3","CB167"
 "BD059","7","CB168"
 "LA226","2","DB155"
 "LA226","7","DB151"
 "LA226","7","DB154"
 "LA226","7","DB153"
 "LA226","7","DB156"
 "DB155","2","DB151"
 "DB155","2","DB154"
 "DB155","2","DB153"
 "DB155","2","DB156"
 "DB151","3","DB154"
 "DB151","3","DB153"
 "DB151","3","DB156"
 "CB150","1","CB151"
 "CB150","2","CB003"
 "CB151","2","CB003"
 "GP014","2","CB111"
 "CB150","7","CB111"
 "CB151","7","CB111"
 "CB150","2","GP014"
 "CB150","7","CB112"
 "CB151","2","GP014"
 "CB151","7","CB112"
 "GP014","2","CB112"
 "HC014","1","AC020"
 "HC014","1","BA040"
 "HC014","1","AC139"
 "HC009","3","HC010"
 "HC011","1","HC012"
 "LB005","3","GP210"
 "LB005","7","CB193"
 "GP210","8","LB005"
 "HC019","2","HC018"
 "HC054","2","HC018"
 "HC054","3","HC019"
 "HC023","1","HC024"
 "MW015","1","BA016"
 "BA019","2","MW015"
 "LA023","7","MW015"
 "GP027","7","MW015"
 "GB015","7","MW015"
 "BA094","7","MW015"
 "GP026","7","MW015"
 "AC012","7","MW015"
 "AC013","7","MW015"
 "LA024","7","MW015"
 "MW017","7","MW015"
 "MW018","7","MW015"
 "MW019","7","MW015"
 "MW017","7","BA018"
 "MW018","7","BA018"
 "MW019","7","BA018"
 "MW017","7","BA016"
 "MW018","7","BA016"
 "MW019","7","BA016"
 "MW017","2","BA019"
 "MW018","2","BA019"
 "MW019","2","BA019"
 "BA019","3","RP085"
 "BA019","3","BA095"
 "GP027","2","BA095"
 "GB015","2","BA095"
 "GP026","2","BA095"
 "MW017","2","BA095"
 "MW018","2","BA095"
 "MW019","2","BA095"
 "AC012","2","BA095"
 "AC013","2","BA095"
 "LA024","2","BA095"
 "GP027","2","RP085"
 "GB015","2","RP085"
 "GP026","2","RP085"
 "MW017","2","RP085"
 "MW018","2","RP085"
 "MW019","2","RP085"
 "AC012","2","RP085"
 "AC013","2","RP085"
 "LA024","2","RP085"
 "MW017","3","GB017"
 "MW017","3","GB016"
 "MW017","3","GB018"
 "MW017","3","AC010"
 "MW017","3","AC011"
 "MW017","1","MW018"
 "MW017","1","MW019"
 "MW017","1","LA023"
 "MW017","1","GP027"
 "MW017","1","GB015"
 "MW017","1","BA094"
 "MW017","1","GP026"
 "MW017","1","AC012"
 "MW017","1","AC013"
 "MW017","1","LA024"
 "MW018","3","GB016"
 "MW018","3","GB017"
 "MW018","3","GB018"
 "MW018","3","AC010"
 "MW018","3","AC011"
 "MW018","1","MW019"
 "MW018","1","LA023"
 "MW018","1","GP027"
 "MW018","1","GB015"
 "MW018","1","BA094"
 "MW018","1","GP026"
 "MW018","1","AC012"
 "MW018","1","AC013"
 "MW018","1","LA024"
 "MW019","3","GB017"
 "MW019","3","GB016"
 "MW019","3","GB018"
 "MW019","3","AC011"
 "MW019","3","AC010"
 "MW019","1","LA023"
 "MW019","1","GP027"
 "MW019","1","GB015"
 "MW019","1","BA094"
 "MW019","1","GP026"
 "MW019","1","AC012"
 "MW019","1","AC013"
 "MW019","1","LA024"
 "AC126","2","MW014"
 "LS121","2","LS122"
 "AC072","1","LS121"
 "AC072","2","LS122"
 "MW153","1","MW154"
 "MW154","1","MW152"
 "MW153","1","MW152"
 "BA182","8","BA016"
 "BA182","8","BA019"
 "BA183","8","BA016"
 "BA183","8","BA019"
 "BA184","8","BA016"
 "BA184","8","BA019"
 "BA185","8","BA016"
 "BA185","8","BA019"
 "BA186","8","BA016"
 "BA186","8","BA019"
 "GB075","8","BB002"
 "GB075","8","BB003"
 "GB075","8","LB005"
 "GB074","8","BB002"
 "GB074","8","BB003"
 "GB074","8","GB075"
 "PA190","1","PA191"
 "CB074","2","MW153"
 "CB074","2","MW154"
 "CB074","2","MW152"
 "CB077","2","MW152"
 "CB077","2","MW153"
 "CB077","2","MW154"
 "CB075","3","MW153"
 "CB075","3","MW154"
 "CB076","3","MW152"
 "CB076","3","MW153"
 "CB076","3","MW154"
 "CB095","3","MW152"
 "CB095","3","MW153"
 "CB095","3","MW154"
 "CB177","3","MW152"
 "CB177","3","MW153"
 "CB177","3","MW154"
 "MW152","3","PB081"
 "PB081","3","MW153"
 "PB081","3","MW154"
 "CB177","7","BB070"
 "BB070","7","PA157"
 "CB074","7","BB070"
 "CB077","7","BB070"
 "MW113","1","MW114"
 "LA184","7","BA145"
 "MW113","2","LA184"
 "MW114","2","LA184"
 "CB137","7","LA184"
 "CB135","7","LA184"
 "CB135","2","MW113"
 "CB137","2","MW113"
 "CB135","2","MW114"
 "CB137","2","MW114"
 "CB135","3","BB126"
 "CB135","3","CB134"
 "CB137","3","BB126"
 "BB126","2","CB122"
 "CB136","2","CB122"
 "CB134","2","CB122"
 "BB126","2","CB121"
 "CB136","2","CB121"
 "CB134","2","CB121"
 "BB126","2","CB123"
 "CB136","2","CB123"
 "CB134","2","CB123"
 "CB134","1","BB126"
 "CB136","1","BB126"
 "LB147","2","LB149"
 "LB147","7","LB117"
 "LB147","3","LB049"
 "LB149","2","LB117"
 "MW084","1","MW085"
 "GP155","1","MW084"
 "GP155","1","MW085"
 "OB136","1","OB137"
 "MW055","1","RP056"
 "MW055","3","RP002"
 "MW050","1","LA069"
 "MW050","1","MW049"
 "BF259","2","LS237"
 "BF260","2","LS237"
 "BF260","2","BF166"
 "LB155","2","LB107"
 "LB154","2","LB107"
 "LA285","3","LA076"
 "LA285","3","LB105"
 "LA285","3","LB107"
 "LA281","3","LA076"
 "LA281","3","LB105"
 "LA281","3","LB107"
 "LB154","2","LA281"
 "LB155","2","LA281"
 "LB155","2","LA285"
 "LB154","2","LA285"
 "CB154","7","LA285"
 "CB154","7","LA281"
 "CB154","7","LA279"
 "LB155","2","LA279"
 "LB154","2","LA279"
 "LA279","3","LA076"
 "LA279","3","LB107"
 "LA279","3","LB105"
 "LB155","2","LA280"
 "LB154","2","LA280"
 "CB154","7","LA280"
 "LA280","3","LA076"
 "LA280","3","LB107"
 "LA280","3","LB105"
 "LB154","3","LA049"
 "LB154","2","LA076"
 "LB154","2","LB105"
 "LB155","3","LA049"
 "LB155","2","LA076"
 "LB155","2","LB105"
 "LA076","3","LB107"
 "LA076","3","LB105"
 "HC070","1","BD074"
 "AC144","7","BA225"
 "AC144","7","BA226"
 "DB185","10","DB184"
 "BB191","8","PA184"
 "BB191","8","PA185"
 "GP240","2","DP116"
 "GP241","2","DP116"
 "MW134","1","MW135"
 "BB064","2","LS066"
 "BF056","2","LS066"
 "BB122","7","BA134"
 "BB122","7","PC094"
 "BB122","7","GB138"
 "BB122","7","PC073"
 "PC073","3","PC094"
 "PC073","2","BB121"
 "PC073","2","OB088"
 "PC073","2","DB169"
 "PC073","7","DB170"
 "GB138","3","PC094"
 "GB138","2","DB169"
 "GB138","2","OB088"
 "GB138","2","BB121"
 "GB138","7","BB119"
 "GB138","7","BB118"
 "GB138","7","BB120"
 "BA135","7","BB118"
 "PC073","7","BB118"
 "BA134","7","BB119"
 "BA135","7","BB119"
 "BA134","7","BB120"
 "BA135","7","BB120"
 "PC073","7","BB120"
 "MW060","10","LC022"
 "MW060","1","LC021"
 "LC021","10","LC022"
 "MW032","1","MW033"
 "MW033","2","MW066"
 "MW032","2","MW066"
 "MW080","1","LS097"
 "BB133","1","BB132"
 "BF097","1","BF098"
 "LC051","1","HC037"
 "LC051","1","HC036"
 "OB076","8","DP122"
 "OB076","8","BD064"
 "HC007","1","HC006"
 "AC077","1","AC079"
 "GB091","7","OB076"
 "OB053","7","OB076"
 "BF181","1","PC084"
 "BF184","7","GP215"
 "BF185","7","GP215"
 "BF185","2","BF038"
 "BF184","2","BF038"
 "PA177","3","BA182"
 "PA177","3","BA183"
 "PA177","3","BA184"
 "PA177","3","BA185"
 "PA177","3","BA186"
 "PA176","3","BA182"
 "PA176","3","BA183"
 "PA176","3","BA184"
 "PA176","3","BA185"
 "PA176","3","BA186"
 "BB100","2","CB128"
 "GB109","3","BB100"
 "GB109","3","BF133"
 "GB109","3","BF134"
 "LA013","3","GB109"
 "LA013","3","BB100"
 "BB100","3","BF133"
 "BB100","3","BF134"
 "MW127","3","MW170"
 "MW028","2","BF034"
 "MW028","2","PA029"
 "MW028","2","PA028"
 "MW028","3","GP051"
 "MW028","3","GP052"
 "GP052","2","RP034"
 "GP052","2","CB019"
 "PA028","7","DB059"
 "PA028","7","DB058"
 "PA028","7","GB066"
 "PA029","7","DB059"
 "PA029","7","DB058"
 "PA029","7","GB066"
 "BF034","7","DB058"
 "BF034","7","DB059"
 "BF034","7","GB066"
 "LB029","7","OB014"
 "LB030","7","OB014"
 "MW134","1","BB151"
 "BB151","1","MW135"
 "LA216","7","GP240"
 "LA215","7","GP240"
 "LA216","7","GP241"
 "LA215","7","GP241"
 "LA216","1","LA215"
 "BB204","2","BB205"
 "LA236","7","PA168"
 "BB104","1","GP167"
 "LA146","1","GP167"
 "BB105","1","LA158"
 "CB034","1","BD021"
 "CB035","1","CB034"
 "CB035","1","BB036"
 "CB035","1","BB037"
 "CB035","1","BD021"
 "CB034","1","BB036"
 "CB034","1","BB037"
 "BD021","1","BB036"
 "BD021","1","BB037"
 "BB124","1","BB125"
 "BB191","2","BB190"
 "BB102","1","BB101"
 "MW160","3","BB152"
 "MW160","3","GB197"
 "MW160","3","BB114"
 "BB113","2","MW160"
 "MW014","3","AC127"
 "MW014","3","AC129"
 "MW014","3","AC023"
 "AC126","3","LA105"
 "AC126","3","LA106"
 "AC084","3","LA108"
 "LC056","3","LA108"
 "HC045","2","HC044"
 "HC044","1","HC046"
 "HC045","2","HC046"
 "DP093","3","LS123"
 "DP093","3","GP165"
 "DP093","3","GP164"
 "GB137","2","BF148"
 "DP092","3","LS123"
 "DP092","3","GP164"
 "DP092","3","GP165"
 "DP092","8","BF148"
 "DP093","8","BF148"
 "LA049","2","LA299"
 "LA283","2","LA284"
 "LA283","2","LA282"
 "LB169","1","LB170"
 "LB169","1","LA302"
 "LB169","1","LA303"
 "LB169","8","LA304"
 "LB170","1","LA303"
 "LB170","1","LA302"
 "LB170","8","LA304"
 "LA303","8","LA304"
 "LA303","2","BB199"
 "LB170","2","BB199"
 "LB169","2","BB199"
 "LA302","2","BB199"
 "LA302","8","LA304"
 "BB199","7","BF069"
 "RP140","1","RP212"
 "RP142","1","RP212"
 "GP264","1","GP263"
 "MW171","2","OB131"
 "MW170","2","AC121"
 "MW171","2","AC121"
 "GB251","2","AC121"
 "AC121","1","OB131"
 "MW167","1","MW166"
 "MW167","1","MW168"
 "MW168","1","MW166"
 "AC132","1","MW166"
 "AC132","1","MW167"
 "AC132","1","MW168"
 "MW155","1","MW156"
 "LA266","8","CB188"
 "LA266","8","CB189"
 "GB212","3","CB075"
 "GB212","3","CB076"
 "RP121","1","BF157"
 "RP121","2","GP075"
 "RP121","2","RP120"
 "BF157","2","GP075"
 "YB051","1","YB050"
 "BF157","2","RP120"
 "RP120","3","GP075"
 "BA094","0","MW078"
 "MW078","1","BA095"
 "MW078","1","RP085"
 "MW078","3","BA019"
 "LA023","2","MW078"
 "LA024","2","MW078"
 "GP026","2","MW078"
 "GP027","2","MW078"
 "GB015","2","MW078"
 "MW017","2","MW078"
 "MW018","2","MW078"
 "MW019","2","MW078"
 "AC012","2","MW078"
 "AC013","2","MW078"
 "MW013","3","AC099"
 "MW011","2","AC099"
 "MW011","2","LA069"
 "MW011","3","BF134"
 "MW011","3","BF133"
 "BA149","1","AC099"
 "LA012","3","AC099"
 "LA013","4","AC099"
 "LA069","3","AC099"
 "BF131","2","MW139"
 "BA052","2","LS040"
 "BA053","2","LS040"
 "RP016","1","RP017"
 "RP018","2","RP016"
 "RP018","2","RP017"
 "RP019","2","RP016"
 "RP019","2","RP017"
 "RP018","1","RP019"
 "RP168","3","RP169"
 "RP168","3","RP166"
 "RP047","3","RP023"
 "CB126","2","DB108"
 "CB126","2","DB109"
 "CB127","2","DB108"
 "CB127","2","DB109"
 "CB127","7","GP191"
 "CB126","7","GP191"
 "DB109","2","GP191"
 "DB108","2","GP191"
 "CB204","7","BA057"
 "OB143","7","BA057"
 "CB204","7","OB030"
 "OB143","7","OB030"
 "BB168","10","PA157"
 "BB070","2","BB168"
 "BA215","3","BA136"
 "BA215","3","BA137"
 "BA216","3","BA136"
 "OB139","2","BA216"
 "OB082","2","BB117"
 "OB082","2","BB121"
 "OB082","8","BA136"
 "OB082","8","BA137"
 "OB139","2","BA215"
 "BA216","3","BA137"
 "GP260","10","OB120"
 "OB120","7","PC113"
 "CB203","3","GP090"
 "CB203","3","CB050"
 "CB203","3","CB204"
 "CB203","3","OB143"
 "GP045","2","BF214"
 "GP047","2","BF214"
 "GP048","2","BF214"
 "BF214","3","BF157"
 "BF214","3","GP037"
 "BF214","3","RP121"
 "BF214","3","GP046"
 "GP164","2","CB102"
 "GP165","2","CB102"
 "LS123","3","GP164"
 "LS123","3","GP165"
 "LA072","7","OB139"
 "LA073","7","OB139"
 "LA189","3","LA072"
 "LA189","3","LA073"
 "LA189","3","LA071"
 "LA189","3","BF095"
 "MW049","1","LA069"
 "MW050","3","BA149"
 "MW050","3","AC099"
 "MW050","3","MW013"
 "MW050","3","BA009"
 "MW050","3","LA012"
 "MW050","3","MW012"
 "MW011","2","MW050"
 "LA013","4","MW050"
 "MW049","3","BA149"
 "MW049","3","AC099"
 "MW049","3","MW013"
 "MW049","3","BA009"
 "MW049","3","LA012"
 "MW049","3","MW012"
 "MW011","2","MW049"
 "LA013","4","MW049"
 "MW127","3","MW171"
 "MW127","3","GB251"
 "MW171","2","MW169"
 "MW170","2","MW169"
 "GB251","2","MW169"
 "OB131","3","MW169"
 "MW169","3","AC121"
 "AC049","2","BB076"
 "AC049","2","BB077"
 "AC049","2","LS076"
 "AC049","2","LS077"
 "AC049","2","LC031"
 "AC049","2","LC032"
 "LA058","7","LA073"
 "LA058","7","LA072"
 "GP085","7","OB139"
 "LA242","8","BB080"
 "LA242","8","BB082"
 "MW073","1","BB080"
 "MW073","2","GP004"
 "MW073","2","GP003"
 "MW073","2","GP005"
 "MW073","2","GP006"
 "BA033","1","LA042"
 "BA034","10","LA042"
 "GP050","2","LA042"
 "BA033","2","MW113"
 "BA034","2","MW113"
 "BA042","2","MW113"
 "BA033","2","MW114"
 "BA034","2","MW114"
 "LA042","2","MW114"
 "BA004","2","GP219"
 "BA003","2","GP219"
 "BA003","2","GP217"
 "BA003","2","GP218"
 "BA004","2","GP217"
 "BA004","2","GP218"
 "BA204","1","BA202"
 "BA191","2","LA021"
 "BA191","2","BA193"
 "BA191","2","BA192"
 "GB215","7","LA019"
 "GB216","7","LA019"
 "BA191","2","LA019"
 "LA256","7","BA191"
 "BA191","8","LA021"
 "BA191","8","LA019"
 "GB216","7","BA192"
 "GB215","7","LA021"
 "GB216","7","LA021"
 "AP126","1","HC058"
 "AP126","1","HC059"
 "HC059","1","HC058"
 "HC070","1","HC069"
 "BA195","1","BA236"
 "BA196","1","BA236"
 "BA236","1","BA197"
 "BA069","2","BA217"
 "LA306","7","HC061"
 "LS230","1","LS231"
 "LS019","2","LS017"
 "GB138","2","BB117"
 "PC073","2","BB117"
 "BB117","8","PC094"
 "BB121","3","OB088"
 "PC073","7","BB119"
 "BB121","8","PC094"
 "BB122","7","OB088"
 "GP033","8","BA058"
 "GP033","8","BA059"
 "BA058","1","LS043"
 "BA059","2","LS043"
 "LA141","1","LA142"
 "LA141","1","LA144"
 "LA143","1","LA144"
 "LA143","1","LA142"
 "LA143","1","DB083"
 "GP210","2","LA196"
