"uid1","idx","uid2"
 "BF214","7","BF216"
 "BF214","8","BF215"
 "BF216","1","BF217"
 "BF227","1","BF228"
 "BF237","1","BF238"
 "BF240","1","BF239"
 "BF245","1","BF246"
 "BF256","1","BF257"
 "BF260","1","BF259"
 "BF264","1","BF266"
 "LS184","1","LS185"
 "BF272","1","BF273"
 "BF272","1","BF274"
 "BF273","1","BF274"
 "LA262","2","LA008"
 "LA256","2","LA025"
 "OB134","2","LC038"
 "LA261","2","LA008"
 "BB060","1","BB059"
 "BB079","8","BB080"
 "BB079","8","BB082"
 "BB082","2","GP004"
 "BB082","2","GP003"
 "GB207","7","RP182"
 "LA297","2","LA267"
 "BB165","7","LS029"
 "GP230","7","CB060"
 "LA319","1","LA312"
 "LA319","2","LA317"
 "GP230","7","CB061"
 "LA318","7","LA312"
 "GP230","7","LA306"
 "LA315","2","LA317"
 "LA311","2","LA317"
 "LA312","2","LA317"
 "GP231","7","CB060"
 "GP233","7","LA306"
 "GP233","7","CB061"
 "GP233","7","CB060"
 "GP232","7","LA306"
 "GP232","7","CB061"
 "LA315","1","LA312"
 "GP231","7","CB061"
 "LA311","1","LA312"
 "GP231","7","LA306"
 "LA313","7","LA312"
 "GP232","7","CB060"
 "BB165","7","LA235"
 "LA233","3","GB207"
 "LA236","1","GB207"
 "LA236","2","LA005"
 "LA236","2","LS029"
 "LA236","2","LA235"
 "GB207","2","LA235"
 "GB207","7","LA237"
 "LA236","7","LA237"
 "LS029","1","LA235"
 "LS029","2","LA237"
 "LS029","3","LA005"
 "LS029","3","BA046"
 "BA046","3","LA235"
 "GB040","3","LA235"
 "BD020","8","GP136"
 "BA141","1","BD049"
 "BD050","1","BA141"
 "LA226","7","GB204"
 "BA135","2","DB169"
 "BA134","7","DB170"
 "AC120","3","BB136"
 "CB022","1","CB023"
 "DB155","2","GB204"
 "GB204","3","DB151"
 "BD059","7","CB169"
 "BA135","7","DB170"
 "BD059","1","LA228"
 "LA235","3","LA005"
 "LA235","2","LA237"
 "BF060","3","LS016"
 "LS016","2","LA251"
 "MW164","1","MW165"
 "BF034","1","PA029"
 "GB229","1","BF239"
 "GB229","1","BF240"
 "BB179","8","GB229"
 "BB179","8","OB127"
 "BB179","7","BF240"
 "GB057","8","BB063"
 "GB057","8","GB058"
 "AC083","3","LA108"
 "BF248","12","BF245"
 "BF248","12","BF246"
 "BF069","11","BF248"
 "BF245","2","LS232"
 "BF246","2","LS232"
 "BF069","2","BF245"
 "BF245","8","BF070"
 "BF245","8","BF068"
 "BF245","8","LC061"
 "BF069","2","BF246"
 "BF246","8","BF068"
 "BF246","8","BF070"
 "BF246","8","LC061"
 "CB188","2","PC117"
 "CB188","2","OB129"
 "BA187","2","AC117"
 "LS008","2","LC077"
 "LS219","1","LS220"
 "LS219","8","LA254"
 "LS219","8","BB174"
 "LS219","8","BB173"
 "LA255","8","LS219"
 "LA255","8","LS220"
 "LS220","8","LA254"
 "LS220","8","BB174"
 "LS220","8","BB173"
 "GB241","8","BB201"
 "GB241","8","GP301"
 "BB191","8","BB201"
 "BB191","8","GP301"
 "LA077","2","LA078"
 "LA260","0","BF171"
 "LA261","2","BF171"
 "BF171","3","LA008"
 "LA059","7","BF171"
 "LA260","7","CB042"
 "LA260","0","BF170"
 "LS223","1","GB218"
 "LS223","1","GB219"
 "LA107","3","BB065"
 "LA107","3","BB066"
 "LA107","1","GP136"
 "LA107","1","GP137"
 "LA107","1","GP140"
 "GP136","3","BF250"
 "GP136","3","LA288"
 "GP137","3","LA288"
 "GP137","3","LC037"
 "GP139","2","AC054"
 "GP136","2","AC054"
 "GP140","2","AC054"
 "GP137","2","AC054"
 "LA107","2","AC054"
 "AC053","3","LA122"
 "LA106","2","AC053"
 "LA105","2","AC053"
 "BA207","10","AC122"
 "BA208","10","AC122"
 "BA209","10","AC122"
 "AC122","2","LC038"
 "LA106","7","AC054"
 "LA105","7","AC054"
 "LS039","1","AC028"
 "LA108","2","LA207"
 "GP267","3","GB067"
 "LA309","3","PA169"
 "RP182","2","LA309"
 "PA168","2","LA309"
 "LC027","2","BF073"
 "LC028","2","BF073"
 "LC028","2","BF277"
 "LC027","2","BF277"
 "BF277","3","BF073"
 "LS079","1","PA061"
 "CB004","3","CB167"
 "PA074","1","RP082"
 "PA074","1","RP083"
 "CB015","1","CB016"
 "CB017","1","CB015"
 "CB017","1","CB016"
 "RP082","1","RP083"
 "CB027","1","CB030"
 "PA099","1","PA100"
 "OB103","1","OB105"
 "OB104","1","OB103"
 "OB104","1","OB105"
 "BB152","8","OB105"
 "BB152","8","OB104"
 "BB152","8","OB103"
 "OB103","3","BB113"
 "OB103","8","BB114"
 "OB103","8","GB198"
 "OB103","8","GB197"
 "OB105","3","BB113"
 "OB105","8","BB114"
 "OB105","8","GB198"
 "OB104","3","BB113"
 "OB104","8","BB114"
 "OB104","8","GB198"
 "OB104","8","GB152"
 "OB104","8","GB197"
 "OB017","1","OB015"
 "OB016","1","OB018"
 "OB113","1","OB114"
 "GB227","1","OB125"
 "GB227","8","OB124"
 "OB125","8","OB124"
 "OB047","1","OB048"
 "OB035","1","OB034"
 "BA134","2","OB088"
 "BB117","3","DB169"
 "OB088","3","BB117"
 "BA134","7","BB118"
 "BA135","2","OB088"
 "OB011","1","OB012"
 "OB102","1","OB101"
 "OB058","1","OB059"
 "OB118","1","OB117"
 "OB118","1","OB119"
 "OB119","1","OB117"
 "OB086","1","OB085"
 "OB055","1","OB057"
 "PA109","1","PA107"
 "PA109","1","PA108"
 "PA107","1","PA108"
 "PB076","1","PB074"
 "PB076","1","OB111"
 "PB074","1","OB111"
 "OB096","1","OB097"
 "OB095","2","OB096"
 "PA207","2","OB096"
 "PA134","2","OB096"
 "PA135","2","OB096"
 "OB095","2","OB097"
 "PA207","2","OB097"
 "PA134","2","OB097"
 "PA135","2","OB097"
 "OB095","1","PA207"
 "OB095","1","PA134"
 "OB095","1","PA135"
 "LB029","3","BF035"
 "LB030","3","BF035"
 "LB029","1","LB030"
 "LB005","1","BB003"
 "LB005","1","BB002"
 "PA135","1","PA134"
 "PA135","1","PA207"
 "LS033","2","GB019"
 "PA207","1","PA134"
 "LS033","2","GB020"
 "BB105","8","BB027"
 "BB027","1","LA041"
 "GP080","1","GP072"
 "GP080","1","GP078"
 "GP081","7","GP080"
 "GP076","7","GP080"
 "GP077","7","GP080"
 "GP071","7","GP080"
 "BB080","2","GP005"
 "BB080","2","GP003"
 "BB080","2","GP004"
 "BB082","2","GP006"
 "BB080","2","GP006"
 "BB082","2","GP005"
 "OB006","1","OB005"
 "PA160","2","LA251"
 "PA160","7","PA161"
 "LA251","2","PA161"
 "PA139","2","PA160"
 "PA140","2","PA160"
 "PA160","3","PC051"
 "PA160","3","OB006"
 "PA160","3","OB007"
 "PA160","3","DB013"
 "PA139","7","LA251"
 "PA140","7","LA251"
 "PA139","7","LS186"
 "PA140","7","LS186"
 "PA139","2","PC051"
 "PA140","2","PC051"
 "PC051","3","OB006"
 "PC051","3","OB005"
 "PC051","3","DB013"
 "OB006","1","DB013"
 "OB006","2","OB007"
 "LA242","2","AC102"
 "OB008","2","OB006"
 "OB004","2","OB006"
 "PA139","2","OB006"
 "PA140","2","OB006"
 "OB005","1","DB013"
 "OB005","2","OB007"
 "BF279","2","BF078"
 "OB008","2","OB005"
 "OB004","2","OB005"
 "PA139","2","OB005"
 "PA140","2","OB005"
 "OB005","3","PA160"
 "DB013","2","OB007"
 "LS043","3","LS012"
 "OB008","2","DB013"
 "OB004","2","DB013"
 "PA139","2","DB013"
 "PA140","2","DB013"
 "BF214","7","DB004"
 "OB004","7","OB007"
 "OB008","7","OB007"
 "PA139","7","OB007"
 "PA140","7","OB007"
 "LA141","1","LA143"
 "LA141","1","DB083"
 "LA259","1","LA268"
 "HC012","1","LS025"
 "HC011","1","LS025"
 "LS210","2","PC064"
 "OB008","1","OB004"
 "GP087","3","LA203"
 "PA139","1","PA140"
 "GB198","7","PA139"
 "PA004","8","LS213"
 "GB198","7","PA140"
 "PA004","8","LS212"
 "DB004","1","DB005"
 "PA002","1","LA005"
 "BA164","1","DP117"
 "BA164","1","DP116"
 "BA164","1","DP118"
 "DP118","1","DP117"
 "DP118","1","DP116"
 "DP117","1","DP116"
 "RP024","1","GP036"
 "RP024","1","GP041"
 "AP014","2","BA027"
 "GP096","1","DB047"
 "GP096","1","OB034"
 "GP095","1","DB047"
 "GP095","1","OB034"
 "DB047","1","OB034"
 "OB035","1","DB047"
 "OB035","1","GP096"
 "OB035","1","GP095"
 "GP095","2","DB046"
 "GP096","2","DB046"
 "DB047","2","DB046"
 "OB034","2","DB046"
 "OB035","2","DB046"
 "GP045","7","OB034"
 "GP045","7","OB035"
 "GP046","2","OB034"
 "GP046","2","OB035"
 "GP046","7","DB046"
 "GP047","7","OB034"
 "GP047","7","OB035"
 "GP048","7","OB034"
 "GP048","7","OB035"
 "GP302","2","DB180"
 "GP302","2","DB179"
 "BB152","7","GP020"
 "GP019","8","GB198"
 "BB152","7","GP019"
 "GP020","8","GB198"
 "PA176","1","PA177"
 "PA176","2","LA270"
 "PA176","2","CB109"
 "PA177","2","LA270"
 "PA177","2","CB109"
 "LA270","3","CB109"
 "PA015","1","PA016"
 "PA028","1","PA029"
 "PA018","1","PA019"
 "PA018","1","PA020"
 "PA018","3","PA028"
 "PA018","3","PA029"
 "PA018","3","BF034"
 "PA019","1","PA020"
 "PA019","3","PA028"
 "PA019","3","PA029"
 "PA019","3","BF034"
 "PA020","3","PA028"
 "PA020","3","PA029"
 "PA020","3","BF034"
 "PA028","1","BF034"
 "BB020","7","PA161"
 "DB170","7","PA161"
 "DB169","2","DB170"
 "GB020","2","PA017"
 "GB019","2","PA017"
 "OB039","1","OB040"
 "OB042","3","OB043"
 "OB051","1","OB053"
 "OB054","1","OB056"
 "OB067","2","OB066"
 "CB143","1","CB144"
 "DB004","2","AP014"
 "BA135","3","OB060"
 "BB122","7","BA135"
 "GB138","3","OB060"
 "GB099","2","PC073"
 "PC073","1","BA135"
 "PC073","3","OB060"
 "GB099","2","OB060"
 "BF234","3","BA134"
 "BF234","3","BA135"
 "GB099","2","BF234"
 "LC018","3","OB129"
 "LC019","3","OB129"
 "OB129","3","LC005"
 "OB129","3","LC006"
 "LC006","2","DB030"
 "LC005","2","DB030"
 "LC027","3","DB030"
 "LC028","3","DB030"
 "DP092","1","DP093"
 "GB128","2","OB072"
 "OB072","7","BF149"
 "OB072","7","BF150"
 "CB180","1","CB179"
 "CB181","1","CB179"
 "CB181","1","CB180"
 "CB182","1","CB179"
 "CB182","1","CB180"
 "CB182","1","CB181"
 "CB183","1","CB179"
 "CB183","1","CB180"
 "CB183","1","CB181"
 "CB183","1","CB182"
 "BF149","3","CB186"
 "LA267","7","PA168"
 "LA267","7","RP182"
 "BF150","3","CB186"
 "GB128","7","CB179"
 "GB128","7","CB180"
 "GB128","7","CB181"
 "GB128","7","CB182"
 "GB128","7","CB183"
 "CB186","8","BF149"
 "PA168","1","RP182"
 "PA168","2","PA169"
 "PA168","2","PA211"
 "PA168","7","PA107"
 "PA168","7","PA057"
 "PA168","7","GB067"
 "PA168","7","GP267"
 "PA168","7","OB066"
 "RP182","2","PA169"
 "RP182","2","PA211"
 "RP182","7","PA017"
 "RP182","7","PA057"
 "RP182","7","GB067"
 "RP182","7","GP267"
 "RP182","7","OB066"
 "PA169","1","PA211"
 "GP265","10","BF235"
 "PA169","2","PA017"
 "PA169","2","PA057"
 "PA169","2","GB067"
 "PA169","2","GP267"
 "PA169","2","OB066"
 "PA169","7","BF087"
 "PA169","7","PA059"
 "PA211","3","LA309"
 "PA211","2","PA017"
 "PA211","2","PA057"
 "PA211","2","GB067"
 "PA211","2","GP267"
 "PA211","2","OB066"
 "PA211","7","BF087"
 "PA211","7","PA059"
 "PA168","7","PA017"
 "PA017","3","PA057"
 "PA017","3","GB067"
 "PA017","3","GP267"
 "PA017","3","OB066"
 "PA057","1","GB067"
 "PA057","3","GP267"
 "PA057","3","OB066"
 "GB066","2","PA057"
 "GB067","3","OB066"
 "GP267","3","OB066"
 "GP267","2","PA059"
 "BF087","1","PA059"
 "BF088","7","PA059"
 "BF086","7","PA059"
 "BF089","2","PA059"
 "PA059","3","BF221"
 "BF235","11","PB081"
 "GP265","11","PB081"
 "CB095","3","CB075"
 "DB059","1","DB058"
 "OB043","1","DB060"
 "DB060","3","OB042"
 "CB078","1","CB073"
 "CB074","2","CB095"
 "CB075","1","PB081"
 "CB074","2","CB075"
 "CB075","7","CB073"
 "CB075","7","CB078"
 "CB074","2","PB081"
 "CB075","3","CB177"
 "CB076","1","CB075"
 "CB076","1","PB081"
 "CB076","3","CB095"
 "CB074","2","CB076"
 "CB076","7","CB073"
 "CB076","7","CB078"
 "CB077","1","CB074"
 "CB077","2","CB095"
 "CB075","2","PB001"
 "CB076","2","PB001"
 "CB177","3","CB095"
 "CB074","2","CB177"
 "CB077","2","CB177"
 "CB177","3","CB076"
 "PB081","3","CB095"
 "PB081","3","CB177"
 "CB077","2","PB081"
 "CB077","2","CB076"
 "CB077","2","CB075"
 "DB169","3","OB088"
 "DB169","3","BB121"
 "PB081","7","CB078"
 "BA134","2","DB169"
 "BA094","0","RP085"
 "PC117","1","BF241"
 "PC117","1","OB129"
 "OB060","3","BA134"
 "CB137","3","CB136"
 "CB043","2","CB044"
 "BF241","1","OB129"
 "GB041","1","DB029"
 "LS029","3","BA211"
 "LS029","3","GB245"
 "LS029","3","LS238"
 "GB035","3","BA211"
 "GB035","3","GB245"
 "GB035","3","LS238"
 "LS029","3","DB027"
 "LS029","3","DB028"
 "GB035","3","DB027"
 "GB035","3","DB028"
 "LA235","3","DB027"
 "LA235","3","DB028"
 "LA235","3","BA211"
 "LA235","3","GB245"
 "LA235","3","LS238"
 "LS029","3","BA212"
 "GB035","3","BA212"
 "LA235","3","BA212"
 "BA212","3","AC024"
 "BA212","3","GB040"
 "BA212","3","BA045"
 "BA212","3","BA046"
 "BA212","3","DB027"
 "BA212","3","DB028"
 "BA211","3","AC024"
 "BA211","3","GB040"
 "BA211","3","BA045"
 "BA211","3","BA046"
 "BA211","3","DB027"
 "BA211","3","DB028"
 "GB245","3","AC024"
 "GB245","3","GB040"
 "GB245","3","BA045"
 "GB245","3","BA046"
 "GB245","3","DB027"
 "GB245","3","DB028"
 "LS238","3","AC024"
 "LS238","3","GB040"
 "LS238","3","BA045"
 "LS238","3","BA046"
 "LS238","3","DB027"
 "LS238","3","DB028"
 "BA045","1","DB027"
 "BA045","1","DB028"
 "BA045","2","DB029"
 "BA045","2","DB034"
 "BA045","7","DB032"
 "BA045","7","DB026"
 "BA045","7","DB031"
 "BA045","2","DB030"
 "BA046","1","DB027"
 "BA046","1","DB028"
 "BA046","2","DB029"
 "BA046","2","DB034"
 "BA046","2","DB030"
 "BA046","7","DB032"
 "BA046","7","DB026"
 "BA046","7","DB031"
 "PA062","3","DB124"
 "GB040","1","DB028"
 "GB040","2","DB029"
 "GB040","2","DB034"
 "GB040","2","DB030"
 "GB040","7","DB032"
 "GB040","7","DB026"
 "GB040","7","DB031"
 "AC024","1","DB027"
 "AC024","1","DB028"
 "AC024","2","DB029"
 "AC024","2","DB034"
 "AC024","7","DB026"
 "AC024","7","DB031"
 "AC024","7","BA047"
 "AC024","7","DB032"
 "AC024","2","DB030"
 "LS012","2","BF023"
 "LS013","2","BF023"
 "PA083","1","BD041"
 "RP161","1","LS201"
 "RP161","3","GB213"
 "GB213","3","LS200"
 "GB213","3","LS201"
 "GB213","3","GB212"
 "BA175","1","RP161"
 "LS200","1","RP161"
 "GB212","1","RP161"
 "GB213","3","BA175"
 "LA158","8","LA041"
 "GB210","7","BA183"
 "GB210","7","BA182"
 "OB143","1","CB204"
 "GP290","1","OB143"
 "CB204","1","GP290"
 "CB050","1","GP090"
 "CB061","1","CB060"
 "CB060","3","LA306"
 "CB061","3","LA306"
 "GP083","2","CB039"
 "GP300","2","BF078"
 "GP299","2","BF078"
 "CB183","2","PC114"
 "GB091","2","GP146"
 "OB051","2","GP146"
 "OB051","1","GB091"
 "OB053","2","GP146"
 "CB181","2","PC114"
 "CB182","2","PC114"
 "GB091","2","OB052"
 "OB052","1","GP146"
 "OB051","2","OB052"
 "OB053","2","OB052"
 "GP036","3","LS189"
 "RP024","3","LS189"
 "RP025","1","RP024"
 "RP025","1","GP036"
 "RP025","3","LS189"
 "RP025","8","OB053"
 "RP025","8","OB051"
 "RP025","8","GP146"
 "GB091","1","OB053"
 "PA002","3","GB035"
 "CB179","2","PC114"
 "CB180","0","PC114"
 "LS029","3","PA002"
 "LA235","3","PA002"
 "LA005","7","DB004"
 "PA002","7","DB004"
 "PA147","1","PA146"
 "PA002","7","DB005"
 "PA002","8","BA102"
 "PA002","8","GP256"
 "GB139","3","LA233"
 "GB074","2","LA096"
 "GB075","2","LA096"
 "LA097","7","LA096"
 "PC053","7","BA113"
 "PC053","2","BA111"
 "PC053","2","BA112"
 "PC053","2","LS118"
 "PC053","7","BA114"
 "AC071","2","PC053"
 "AC071","7","BA111"
 "AC071","7","BA112"
 "AC071","7","LS118"
 "LC072","1","BA158"
 "GP260","7","PC113"
 "PC113","2","BA190"
 "GP260","8","BA190"
 "BB138","1","LS167"
 "BB138","1","LS169"
 "BB138","1","LS170"
 "BF186","1","LS167"
 "BF186","1","LS168"
 "BF186","1","LS169"
 "BF186","1","LS170"
 "RP140","7","LS167"
 "RP140","7","LS168"
 "RP140","7","LS169"
 "RP140","7","LS170"
 "RP140","7","BB138"
 "RP140","7","BF186"
 "CB128","2","LA091"
 "GB134","2","GB136"
 "DB124","1","GB176"
 "DB124","1","GB177"
 "CB128","7","CB127"
 "BB081","3","GB177"
 "CB128","7","CB126"
 "CB128","7","PA112"
 "RP142","7","LS168"
 "RP142","7","LS170"
 "RP142","7","LS169"
 "RP142","7","BB138"
 "LA005","3","LA259"
 "LA005","3","GB062"
 "RP142","7","BF186"
 "OB088","2","GP217"
 "OB088","2","GP218"
 "OB088","2","GP219"
 "RP142","1","RP140"
 "RP142","3","BA153"
 "LA236","7","RP182"
 "RP142","7","LS167"
 "GP217","7","PA032"
 "GP218","7","PA032"
 "GP219","7","PA032"
 "CB167","3","RP140"
 "CB167","3","RP142"
 "CB167","3","BA153"
 "LA236","2","GB062"
 "DB122","1","BF178"
 "PA014","1","BF027"
 "DB027","1","GB040"
 "DB027","1","DB028"
 "DB028","3","RP212"
 "DB027","2","DB029"
 "DB027","2","GB041"
 "DB027","2","DB034"
 "DB027","2","DB030"
 "DB027","7","DB032"
 "DB027","7","BA047"
 "DB027","7","DB026"
 "DB027","7","DB031"
 "DB027","7","LS034"
 "DB027","7","LS035"
 "DB028","7","LS034"
 "DB028","2","DB029"
 "DB028","2","GB041"
 "DB028","2","DB034"
 "DB028","2","DB030"
 "DB028","7","DB032"
 "DB028","7","BA047"
 "DB028","7","DB026"
 "DB028","7","DB031"
 "DB028","7","LS035"
 "GB041","1","DB034"
 "GB041","2","DB032"
 "GB041","3","DB030"
 "DB029","1","DB034"
 "DB029","2","DB032"
 "DB029","2","BA047"
 "DB029","3","DB030"
 "DB034","2","BA047"
 "DB034","2","DB032"
 "DB034","3","DB030"
 "DB032","1","BA047"
 "DB032","2","DB029"
 "DB032","2","GB041"
 "DB032","2","DB034"
 "DB030","2","DB026"
 "DB030","2","DB031"
 "DB030","2","LS035"
 "DB030","2","LS034"
 "LS034","1","DB026"
 "LS034","1","DB031"
 "LS035","1","DB026"
 "LS035","1","DB031"
 "DB026","7","AC024"
 "PA035","1","AC029"
 "PA035","7","BF067"
 "GP134","3","GP283"
 "GB078","2","LC036"
 "GB081","2","LS083"
 "LS082","2","LC036"
 "PA113","3","PA201"
 "PA113","3","PA202"
 "PA201","1","PA202"
 "PA116","1","PA115"
 "GB048","8","GP132"
 "GB048","8","GP130"
 "GB046","8","GP132"
 "GB046","8","GP130"
 "GB047","8","GP130"
 "GB047","8","GP132"
 "PC073","1","BA134"
 "AC126","3","LA108"
 "AC129","1","GB239"
 "AC130","1","AC023"
 "AC130","1","GB240"
 "AC023","1","AC127"
 "AC023","1","AC129"
 "AC023","1","AC125"
 "AC023","1","GB239"
 "AC023","1","GB240"
 "AC126","2","AC023"
 "GB239","1","AC130"
 "GB239","1","AC127"
 "GB239","1","AC125"
 "GB239","3","MW014"
 "GB240","1","AC127"
 "GB240","1","AC129"
 "GB240","1","AC125"
 "AC126","2","GB240"
 "AC126","2","AC125"
 "AC126","2","AC127"
 "AC126","2","AC129"
 "AC126","2","GB239"
 "GB240","3","MW014"
 "AC125","3","MW014"
 "AC130","3","MW014"
 "GB099","2","BA134"
 "GB099","3","BF120"
 "GB099","2","BA135"
 "GB099","2","PA076"
 "DB005","2","AP014"
 "LA005","7","DB005"
 "AP027","1","AP028"
 "BB080","2","GP091"
 "BB082","2","GP091"
 "GP091","3","GP003"
 "GP091","3","GP004"
 "GP091","3","GP005"
 "GP091","3","GP006"
 "GB210","7","BA184"
 "GB210","7","BA185"
 "GB210","7","BA186"
 "GP210","8","BB002"
 "GP210","8","BB003"
 "BB002","3","GP210"
 "BB003","3","GP210"
 "BB003","8","LS016"
 "BA101","8","LA127"
 "BA101","7","GP267"
 "PA179","1","PA180"
 "PA179","1","PA182"
 "PA182","1","PA180"
 "GB234","1","PA181"
 "PA181","1","GB235"
 "PA181","1","GB236"
 "PA179","7","PA181"
 "PA179","7","GB236"
 "PA179","7","GB234"
 "PA179","7","GB235"
 "GP270","7","PA179"
 "BB064","1","BF056"
 "PA182","7","PA181"
 "PA182","7","GB234"
 "PA182","7","GB235"
 "PA182","7","GB236"
 "GP270","7","PA182"
 "PA180","7","PA181"
 "PA180","7","GB234"
 "PA180","7","GB235"
 "PA180","7","GB236"
 "GP270","7","PA180"
 "PA199","1","PA197"
 "PA196","2","PA197"
 "PA196","2","PA199"
 "PA205","1","PA203"
 "PA205","1","PA204"
 "PA204","1","PA203"
 "RP020","1","RP024"
 "RP020","1","RP025"
 "RP020","1","GP036"
 "RP020","3","LS189"
 "RP020","1","GP041"
 "RP025","1","GP041"
 "AC114","2","BA101"
 "AC114","3","BB198"
 "GB062","1","PA052"
 "LA236","2","PA052"
 "DB153","1","DB154"
 "DB156","1","DB153"
 "DB156","1","DB154"
 "GB204","1","DB156"
 "GB204","1","DB153"
 "GB204","1","DB154"
 "RP161","3","PB081"
 "CB094","1","CB092"
 "CB094","1","BF123"
 "CB095","2","CB092"
 "CB095","2","BF123"
 "CB095","2","CB094"
 "CB092","1","BF123"
 "RP161","3","CB075"
 "RP161","3","CB076"
 "CB156","1","CB155"
 "CB156","1","CB154"
 "CB155","1","CB154"
 "PA037","1","LC018"
 "PA036","1","LC018"
 "PA036","3","LC005"
 "PA037","3","LC005"
 "PA037","3","LC006"
 "PA036","3","LC006"
 "PA037","3","OB129"
 "PA036","3","OB129"
 "PA037","1","LC019"
 "PA036","1","LC019"
 "PA036","1","PA037"
 "PA036","3","PC117"
 "PA083","1","PA084"
 "PA036","3","BF241"
 "PA037","3","PC117"
 "PA083","1","LA241"
 "PA037","3","BF241"
 "LC018","3","PC117"
 "CB128","2","GB064"
 "LC018","3","BF241"
 "LC019","3","PC117"
 "LC019","3","BF241"
 "CB108","1","CB107"
 "CB136","3","CB135"
 "PA152","1","BF222"
 "PC117","3","LC005"
 "PC117","3","LC006"
 "BF241","3","LC005"
 "BF241","3","LC006"
 "GB139","1","LS138"
 "GB139","3","LA236"
 "GB139","3","GB207"
 "GB139","7","BA137"
 "GB139","7","BA136"
 "GB140","1","LS138"
 "GB140","3","LA233"
 "GB140","3","GB207"
 "GB140","3","LA236"
 "GB140","7","BA137"
 "GB140","7","BA136"
 "LS138","3","LA233"
 "LS138","3","LA236"
 "LS138","3","GB207"
 "LS138","7","BA136"
 "LS138","7","BA137"
 "BA136","2","BA138"
 "BA136","7","OB076"
 "BA137","2","BA138"
 "BA137","7","OB076"
 "BA138","2","OB076"
 "BB179","7","GB229"
 "GB229","8","OB127"
 "BB179","7","BF239"
 "BF239","8","OB127"
 "BF240","8","OB127"
 "OB127","2","BF178"
 "OB127","2","DB122"
 "OB127","2","BB194"
 "LA050","2","OB082"
 "LA051","2","OB082"
 "LA052","2","OB082"
 "LA053","2","OB082"
 "LA050","7","BA136"
 "LA050","7","BA137"
 "LA052","7","BA136"
 "LA052","7","BA137"
 "LA051","7","BA136"
 "LA051","7","BA137"
 "LA053","7","BA136"
 "LA053","7","BA137"
 "PB081","2","PB001"
 "CB074","7","PB001"
 "CB077","7","PB001"
 "CB019","1","RP034"
 "GP051","2","CB019"
 "GP051","2","RP034"
 "RP054","1","RP055"
 "RP054","1","RP056"
 "RP054","3","RP002"
 "RP054","1","MW055"
 "RP055","1","RP056"
 "RP055","1","MW055"
 "RP055","3","RP002"
 "RP002","3","RP056"
 "RP002","3","OB127"
 "RP066","1","RP067"
 "CB083","1","PB036"
 "RP081","1","RP080"
 "RP085","1","BA095"
 "RP140","3","BA153"
 "GB207","2","PA052"
 "RP161","3","BA187"
 "RP193","1","RP194"
 "RP193","1","RP195"
 "RP195","1","RP194"
 "CB197","2","LA288"
 "CB196","2","LA288"
 "BB186","1","CB196"
 "BB186","1","CB197"
 "CB197","2","BF250"
 "CB196","2","BF250"
 "BF251","1","CB196"
 "BF251","1","CB197"
 "CB196","1","CB197"
 "LA005","8","GP256"
 "LA005","8","BA102"
 "BB165","7","PA002"
 "LA236","2","PA002"
 "GB207","2","PA002"
 "AC068","1","AC064"
 "PC109","1","PC110"
 "BF102","1","BF103"
 "BF101","1","BF102"
 "BF101","1","BF103"
 "OB069","3","BA120"
 "OB069","3","BA121"
 "OB069","3","BA122"
 "BA118","2","OB069"
 "BA119","2","OB069"
 "CB027","1","CB029"
 "CB027","1","CB028"
 "CB028","1","CB029"
 "CB028","1","CB030"
 "CB029","1","CB030"
 "PC110","2","PC107"
 "PC110","2","PC108"
 "PA084","1","LA241"
 "PA084","1","BD041"
 "PA084","8","GB104"
 "PA084","8","BA107"
 "PA084","8","BD038"
 "PA084","8","BD040"
 "PA084","8","BD037"
 "BD038","2","PC051"
 "BD040","2","PC051"
 "BD037","2","PC051"
 "GP163","2","BF211"
 "CB189","2","OB129"
 "CB103","1","CB104"
 "PA004","7","LS041"
 "LA262","7","LC077"
 "BA149","3","LA012"
 "BA149","3","LA069"
 "BA033","10","BA034"
 "GP050","2","BA033"
 "GP050","2","BA034"
 "LC015","1","BD014"
 "LA148","1","BF103"
 "LA148","1","BF101"
 "BF102","1","LA148"
 "BB094","7","PC049"
 "BB094","7","PC048"
 "BF119","2","PC049"
 "BF119","2","PC048"
 "PC049","1","PC048"
 "BD014","2","GP055"
 "LC015","2","GP055"
 "LS196","7","GB204"
 "LS197","7","GB204"
 "LS196","7","DB153"
 "LS197","7","DB153"
 "LS196","7","DB154"
 "LS197","7","DB154"
 "LS196","7","DB156"
 "LS197","7","DB156"
 "CB043","2","LA066"
 "LA066","7","OB053"
 "LA066","7","OB051"
 "PC024","1","PC023"
 "DB054","1","BF070"
 "DB054","1","BF068"
 "CB059","2","BF068"
 "CB059","2","BF070"
 "CB059","2","DB054"
 "GB064","7","DB059"
 "GB064","7","DB058"
 "LA092","2","GB065"
 "GB065","7","DB059"
 "GB065","7","DB058"
 "GB066","3","GB218"
 "GB066","3","GB219"
 "GB066","3","LS223"
 "DB058","2","GB067"
 "DB059","2","GB067"
 "GB067","7","LS074"
 "DB058","2","PA057"
 "DB059","2","PA057"
 "PA057","7","LS074"
 "PA057","6","LS074"
 "LA091","1","GB064"
 "LA091","7","DB059"
 "LA091","7","DB058"
 "DB058","1","GB066"
 "DB058","3","GB137"
 "DB058","3","GB218"
 "DB058","3","GB219"
 "DB058","3","LS223"
